block_number,raw_size_bytes,compressed_size_bytes,compression_time_us,decompression_time_us
24049034,46052,21258,92.83,13.33
24049035,189892,75818,357.58,58.12
24049036,140788,68941,315.83,40.71
24049037,133660,60874,285.38,40.21
24049038,121624,53992,245.58,35.46
24049039,82544,41368,177.17,24.08
24049040,145084,60996,302.33,47.25
24049041,97176,48117,260.33,44.21
24049042,99496,41035,210.21,153.92
24049043,190812,81226,415.25,68.33
24049044,25032,11602,55.67,8.67
24049045,147180,71008,319.0,43.67
24049046,87076,40341,195.38,26.88
24049047,79900,36061,158.17,22.04
24049048,172292,58179,303.08,59.92
24049049,135172,56509,282.54,41.96
24049050,64288,30928,149.17,30.46
24049051,106664,50397,220.54,39.62
24049052,64492,30560,132.54,18.58
24049053,163428,76015,340.71,44.54
24049054,102864,48803,200.75,102.96
24049055,86540,42794,182.67,26.04
24049056,140628,60511,286.5,47.08
24049057,123252,65587,216.12,30.29
24049058,28452,13888,62.92,8.67
24049059,21952,11186,53.88,7.12
24049060,121880,52659,228.25,34.67
24049061,176576,64323,309.83,54.63
24049062,182496,85161,371.33,53.92
24049063,95760,42880,181.88,29.12
24049064,108644,48168,202.29,35.58
24049065,188732,69355,333.42,64.96
24049066,192264,89301,374.5,57.42
24049067,166116,63895,297.92,46.54
24049068,176976,80476,352.67,52.54
24049069,97216,39138,195.04,33.04
24049070,100816,48761,202.0,27.62
24049071,102984,44859,187.62,28.46
24049072,108844,44729,195.5,31.25
24049073,104696,45909,191.08,29.12
24049074,58104,28989,118.63,16.21
24049075,78432,35965,152.08,26.88
24049076,117936,55643,202.67,35.87
24049077,242944,96789,442.0,70.62
24049078,83660,42570,166.08,22.17
24049079,134328,58198,262.13,38.25
24049080,7392,4278,21.79,3.13
24049081,82460,35594,149.46,23.08
24049082,146384,66714,292.29,42.71
24049083,134728,58823,266.08,39.71
24049084,10636,5440,26.5,4.0
24049085,123800,54637,234.13,34.04
24049086,204592,90065,398.33,56.04
24049087,110308,54852,223.96,43.96
24049088,144172,53777,255.71,42.87
24049089,70660,35326,140.08,19.5
24049090,111556,55145,226.67,29.54
24049091,106452,55927,180.33,27.29
24049092,30708,14310,76.33,9.08
24049093,192064,86834,386.67,59.38
24049094,133192,55647,253.29,38.33
24049095,87236,42315,170.08,24.0
24049096,122128,53195,229.38,34.25
24049097,76452,36591,146.08,20.92
24049098,116320,48788,209.08,36.46
24049099,109596,47596,198.92,30.42
24049100,130348,59840,255.04,36.29
24049101,83668,41547,161.42,26.29
24049102,105088,48407,199.29,31.67
24049103,82388,36524,149.5,22.37
24049104,167808,66459,313.33,59.79
24049105,81828,37239,156.63,23.58
24049106,110340,51446,223.92,31.12
24049107,78568,36080,150.83,22.12
24049108,59672,29002,123.96,17.21
24049109,14248,6655,37.42,5.25
24049110,39972,17919,107.04,12.13
24049111,144904,47970,270.46,50.0
24049112,194016,92250,436.83,54.17
24049113,158020,61636,284.92,46.92
24049114,75136,38153,160.13,20.16
24049115,131660,58012,269.83,41.42
24049116,94068,43586,180.87,26.58
24049117,88116,43430,151.33,22.71
24049118,86056,38439,159.42,23.58
24049119,71704,34666,139.5,22.17
24049120,196188,75513,368.29,63.92
24049121,71432,37290,145.33,19.17
24049122,81472,40645,161.96,21.37
24049123,115628,51974,221.83,36.21
24049124,22548,11953,54.25,6.96
24049125,221796,74875,389.17,79.21
24049126,141192,70447,304.96,40.83
24049127,106768,48582,205.25,29.21
24049128,130104,57334,256.87,36.12
24049129,147536,55629,257.42,49.25
24049130,165476,77670,342.83,58.04
24049131,95436,45838,198.25,26.79
24049132,83680,35389,163.75,24.62
24049133,116908,53674,238.79,38.92
24049134,134000,60320,282.58,43.38
24049135,116776,58079,251.21,34.42
24049136,101728,43235,190.67,29.71
24049137,136668,68712,292.25,41.83
24049138,175296,82313,374.0,49.29
24049139,165576,71824,294.67,49.0
24049140,122828,52054,241.33,35.12
24049141,147316,57587,263.66,41.08
24049142,88404,40026,164.17,41.83
24049143,64736,30000,129.75,18.42
24049144,152228,68018,307.41,48.71
24049145,29180,14055,100.96,12.17
24049146,106900,53096,241.83,32.37
24049147,116824,54601,250.08,33.96
24049148,135304,49893,267.12,44.33
24049149,167588,65610,296.42,53.08
24049150,122728,58321,265.37,35.5
24049151,72368,31847,147.62,22.5
24049152,146296,58343,289.21,48.96
24049153,87036,37292,166.54,25.37
24049154,11376,5013,30.29,4.54
24049155,141196,67389,315.83,42.87
24049156,177224,73007,362.92,73.25
24049157,65660,29374,136.04,19.87
24049158,71008,35589,149.08,19.83
24049159,184148,78364,372.62,56.62
24049160,77592,33757,150.04,22.88
24049161,57712,29329,128.88,16.92
24049162,195552,86796,395.29,61.17
24049163,117424,57036,247.46,33.0
24049164,88528,39122,170.92,27.08
24049165,115560,46385,217.08,35.25
24049166,169292,71647,367.46,56.42
24049167,25992,11705,56.91,8.46
24049168,224324,88850,535.62,71.63
24049169,86156,41176,191.33,30.37
24049170,160680,71812,368.92,67.12
24049171,86268,41970,187.21,26.25
24049172,24364,11859,147.88,8.33
24049173,137404,65538,297.62,38.0
24049174,90420,45878,183.46,23.08
24049175,162632,59839,280.67,55.0
24049176,27300,14446,60.83,8.0
24049177,182284,81765,373.25,53.0
24049178,75992,33924,141.92,20.75
24049179,87736,40059,165.75,24.0
24049180,154960,55729,274.54,51.92
24049181,283700,137327,548.62,78.87
24049182,90288,41533,169.63,25.21
24049183,81852,38149,153.71,22.58
24049184,116164,57326,234.0,31.08
24049185,99360,45938,187.71,27.5
24049186,209604,89575,370.54,61.25
24049187,89540,43792,174.62,23.62
24049188,89668,38391,161.13,26.25
24049189,147696,78378,287.25,40.13
24049190,129196,55090,236.42,35.5
24049191,73568,35167,140.54,20.46
24049192,198444,74846,323.67,60.96
24049193,69928,32729,133.25,19.83
24049194,142204,66375,293.21,39.46
24049195,112988,45579,198.67,33.25
24049196,20888,11701,39.71,6.46
24049197,148464,57039,260.96,43.04
24049198,77720,36235,147.17,21.38
24049199,21332,11105,47.08,6.17
24049200,85832,39258,163.0,29.87
24049201,125396,56808,238.71,34.67
24049202,16248,8266,37.33,5.54
24049203,101012,42707,181.92,29.0
24049204,165712,67730,306.71,46.71
24049205,61152,28271,119.21,18.0
24049206,131348,71135,253.08,34.08
24049207,152380,62010,280.08,44.25
24049208,53608,25950,111.83,15.5
24049209,96092,42533,176.04,27.46
24049210,154020,63523,309.17,58.17
24049211,66436,31284,135.38,19.04
24049212,101484,44424,184.46,29.21
24049213,197312,77958,351.04,57.38
24049214,123872,49830,219.54,35.13
24049215,80164,38240,153.92,21.96
24049216,34996,17068,71.21,9.62
24049217,143688,70012,313.75,38.63
24049218,129796,57244,245.21,35.21
24049219,123652,53222,227.25,34.67
24049220,66196,32400,133.5,18.21
24049221,192920,92332,402.29,53.79
24049222,16020,7257,34.29,5.79
24049223,107664,43266,194.25,32.0
24049224,119288,59117,249.0,32.92
24049225,109836,45333,200.29,32.58
24049226,19976,9163,44.13,6.63
24049227,18304,9609,44.58,5.92
24049228,85716,40378,165.33,23.33
24049229,17460,8292,39.5,5.67
24049230,228072,77732,356.21,69.54
24049231,156252,67652,272.37,43.38
24049232,60852,27497,116.66,17.83
24049233,9256,3813,22.29,3.79
24049234,224592,74707,378.13,69.62
24049235,189548,87087,373.17,53.17
24049236,166380,60494,260.38,49.63
24049237,74668,34718,140.83,21.0
24049238,44960,21068,90.54,13.96
24049239,145796,63422,289.54,42.04
24049240,129908,61154,218.58,33.96
24049241,15964,7529,26.83,5.58
24049242,127756,58351,577.96,97.96
24049243,74476,35019,178.12,50.0
24049244,34176,15598,89.46,10.08
24049245,60132,30569,155.58,16.67
24049246,167712,73880,429.58,89.75
24049247,65408,29700,141.29,18.88
24049248,91828,44229,190.42,26.08
24049249,34792,17636,76.46,10.13
24049250,198816,79954,381.83,77.96
24049251,191944,61632,332.17,59.37
24049252,68212,34178,137.92,18.96
24049253,24244,11098,57.38,7.37
24049254,163440,76198,347.25,45.25
24049255,126224,55074,275.21,38.5
24049256,67152,27637,127.0,21.75
24049257,106408,48696,248.58,30.71
24049258,69664,30804,133.08,20.46
24049259,85072,39251,163.96,22.67
24049260,112364,51853,229.08,31.04
24049261,96944,43472,187.63,28.37
24049262,150288,61191,285.46,45.25
24049263,128220,66537,233.58,32.58
24049264,21212,10232,49.42,6.75
24049265,86000,36553,159.16,23.96
24049266,155752,62597,283.87,45.83
24049267,97132,42626,179.83,28.33
24049268,63696,29545,128.08,18.08
24049269,146864,46948,210.96,46.83
24049270,115840,48465,215.67,35.92
24049271,66012,29151,121.42,19.33
24049272,75184,33059,146.96,22.12
24049273,131648,55558,249.5,37.5
24049274,70932,30345,128.75,20.42
24049275,100116,46470,188.87,27.46
24049276,168900,69699,317.92,48.37
24049277,96768,47382,188.67,26.67
24049278,11976,6123,33.67,4.38
24049279,207672,88208,401.54,59.96
24049280,77068,40234,135.54,20.5
24049281,180048,58319,334.71,61.29
24049282,76372,37567,156.13,22.08
24049283,81228,38658,162.29,23.83
24049284,72752,32802,137.08,20.96
24049285,38872,17889,76.75,11.08
24049286,155776,70824,321.0,43.58
24049287,147136,62757,300.83,43.13
24049288,17752,8748,40.0,6.0
24049289,113344,50934,191.87,32.92
24049290,85024,44771,151.92,21.67
24049291,100708,43038,184.21,28.96
24049292,152524,46512,239.25,48.46
24049293,143704,73882,270.83,41.08
24049294,131356,59671,241.0,39.83
24049295,38956,18185,83.75,11.83
24049296,82272,36639,159.21,24.12
24049297,74884,34653,147.66,22.96
24049298,84968,36246,183.71,96.83
24049299,110080,51841,222.87,53.83
24049300,73560,40557,147.12,21.12
24049301,16464,8545,38.46,7.88
24049302,81888,40705,174.92,29.96
24049303,54336,25826,111.13,16.67
24049304,36664,16749,75.0,10.54
24049305,140508,40770,227.25,48.83
24049306,127204,60027,226.21,44.17
24049307,53372,24980,111.67,16.5
24049308,161820,66330,318.54,51.38
24049309,75336,37892,154.25,20.96
24049310,73672,36260,148.5,20.5
24049311,109004,45960,203.54,33.46
24049312,76764,34369,151.17,22.79
24049313,86656,39386,168.38,24.88
24049314,77376,35316,151.67,21.54
24049315,79748,34185,142.46,22.42
24049316,81928,36385,148.42,22.46
24049317,173072,73069,334.25,50.46
24049318,58564,24747,110.62,17.37
24049319,75372,37711,146.79,20.0
24049320,96592,50408,171.33,24.96
24049321,64444,33190,132.5,17.46
24049322,25812,13123,45.58,7.67
24049323,180284,77665,343.83,51.96
24049324,85488,39904,159.13,22.75
24049325,113536,46037,199.46,32.87
24049326,120644,62885,217.37,30.54
24049327,62888,32554,129.96,16.92
24049328,157068,64883,268.17,45.71
24049329,54336,26192,113.17,15.79
24049330,99916,49415,207.33,27.29
24049331,82732,36682,148.04,22.5
24049332,62668,28859,120.5,17.79
24049333,103076,41099,178.71,30.37
24049334,68688,31122,126.54,19.13
24049335,164148,56630,267.67,49.25
24049336,155680,65382,292.09,44.37
24049337,46408,20976,89.42,13.92
24049338,63972,31572,130.46,17.54
24049339,151888,70648,274.33,43.29
24049340,64600,29246,123.42,18.04
24049341,77996,34738,143.63,22.62
24049342,65580,33199,132.75,17.33
24049343,94112,45226,181.62,25.87
24049344,51504,25374,104.87,14.83
24049345,75364,37767,147.25,19.87
24049346,138816,52130,239.79,41.88
24049347,155508,64451,290.71,50.83
24049348,41112,18050,80.46,11.54
24049349,91676,40036,166.96,26.54
24049350,83192,42138,164.17,21.83
24049351,147712,45339,211.58,46.75
24049352,227400,105590,457.04,62.83
24049353,88816,33262,156.75,28.33
24049354,6364,3737,20.67,2.83
24049355,198204,87277,565.5,118.71
24049356,112224,52570,256.5,30.25
24049357,107824,40798,194.33,32.0
24049358,136956,50095,244.25,42.13
24049359,58176,28782,135.83,16.83
24049360,59892,30122,129.96,16.75
24049361,83460,38874,190.0,23.21
24049362,134256,60189,264.21,38.33
24049363,83884,40048,164.33,22.92
24049364,128548,47921,228.0,39.0
24049365,88108,41489,175.08,24.79
24049366,73540,29271,173.21,22.79
24049367,93456,39444,184.83,28.5
24049368,99852,42119,200.71,29.87
24049369,139116,57049,287.42,42.25
24049370,53844,25525,112.13,15.83
24049371,121416,52299,205.5,35.25
24049372,67368,31217,138.29,18.46
24049373,72908,32995,144.63,21.88
24049374,130456,50190,247.12,42.38
24049375,71836,27216,131.12,23.08
24049376,41116,20017,96.12,26.13
24049377,195612,68249,343.46,138.21
24049378,124132,55418,248.04,35.5
24049379,74036,36938,156.33,20.33
24049380,105772,40645,191.04,32.04
24049381,36492,18945,86.21,10.29
24049382,115708,49199,214.46,33.37
24049383,76996,36829,152.58,21.0
24049384,74424,33520,136.96,20.79
24049385,80484,34817,146.25,23.17
24049386,161624,61464,291.58,59.29
24049387,77404,34973,145.58,22.17
24049388,67840,29992,126.71,19.79
24049389,115416,45602,199.25,33.88
24049390,84052,40106,162.96,23.08
24049391,76692,36880,145.04,20.33
24049392,80060,39810,155.58,20.83
24049393,207508,76181,443.04,84.12
24049394,97020,40665,190.25,29.12
24049395,71176,33190,147.63,19.62
24049396,28256,13922,70.58,16.29
24049397,184188,78391,365.13,52.67
24049398,157352,48163,229.92,49.96
24049399,89076,47738,194.17,23.42
24049400,85220,39914,170.63,24.25
24049401,86220,40553,167.96,23.58
24049402,213208,87000,450.62,64.54
24049403,62156,26975,135.0,18.83
24049404,85564,38760,181.71,24.54
24049405,160288,61643,307.63,49.25
24049406,101048,52637,196.79,26.67
24049407,97648,44541,185.54,27.46
24049408,151672,57530,331.42,50.42
24049409,84880,44317,181.13,22.75
24049410,68556,31660,140.04,19.62
24049411,75224,33747,149.5,21.71
24049412,86976,37703,167.42,26.71
24049413,73420,34945,148.0,21.58
24049414,81608,43395,155.17,22.5
24049415,49416,24934,118.5,15.21
24049416,36380,15073,78.37,11.25
24049417,182936,74226,364.25,56.96
24049418,80896,38365,170.46,23.34
24049419,111404,41492,208.46,35.96
24049420,85768,38398,173.13,25.62
24049421,92288,39936,183.79,29.04
24049422,17268,7917,43.83,6.29
24049423,93708,42851,188.63,28.71
24049424,170404,86466,379.71,47.17
24049425,57172,25884,114.17,17.33
24049426,106424,54322,233.42,29.04
24049427,161600,63580,303.67,49.0
24049428,119380,52033,234.87,34.0
24049429,106900,55608,243.62,29.08
24049430,93352,43359,183.13,25.25
24049431,181152,74052,323.63,56.0
24049432,82816,37511,159.96,23.42
24049433,54036,25309,111.87,16.29
24049434,169584,60933,308.46,56.37
24049435,180356,70001,338.38,56.25
24049436,74180,37743,162.38,21.87
24049437,98152,46264,209.25,30.42
24049438,37684,19318,86.63,11.38
24049439,145968,71538,295.37,42.67
24049440,70864,32215,141.83,20.96
24049441,177768,69844,373.37,58.21
24049442,64328,32477,145.67,19.08
24049443,80496,34280,156.63,24.88
24049444,83780,42961,181.67,24.0
24049445,67224,33857,149.58,20.13
24049446,85792,39713,174.88,25.71
24049447,102632,49370,220.83,31.42
24049448,89004,41508,183.38,27.0
24049449,89348,39284,172.71,26.83
24049450,98152,48554,205.83,28.42
24049451,54620,24594,117.42,17.21
24049452,89096,43585,189.25,25.96
24049453,79764,37598,163.5,23.08
24049454,178144,64980,352.83,60.37
24049455,101136,55191,200.62,28.38
24049456,132720,53398,235.54,42.08
24049457,60280,29930,142.83,39.34
24049458,67408,30215,142.38,19.96
24049459,177480,71156,348.75,53.33
24049460,130936,65606,223.33,33.88
24049461,183560,70137,332.71,55.58
24049462,59148,27434,116.17,17.08
24049463,172208,77839,344.71,48.83
24049464,62092,31168,126.75,16.88
24049465,102092,46453,192.42,28.0
24049466,158456,62331,298.71,45.75
24049467,66960,31022,130.29,18.87
24049468,19140,9171,41.58,6.08
24049469,72908,34878,143.25,19.92
24049470,157332,69352,303.25,44.21
24049471,70176,30897,129.46,20.41
24049472,92948,43145,176.17,26.13
24049473,68492,27385,119.08,19.58
24049474,79372,33431,141.71,22.21
24049475,196592,84456,380.08,56.42
24049476,84816,39692,160.33,23.33
24049477,29888,12563,58.5,9.5
24049478,129524,62497,261.54,33.62
24049479,148780,57524,249.21,44.21
24049480,77352,33817,140.54,21.96
24049481,25088,12146,53.0,7.67
24049482,118260,54095,233.96,32.17
24049483,119212,45331,201.08,34.38
24049484,89084,39822,167.54,25.92
24049485,170548,69777,320.87,50.58
24049486,122392,53795,231.17,33.67
24049487,114412,54672,199.71,30.96
24049488,123704,47551,214.33,36.17
24049489,86148,39883,163.29,23.5
24049490,109856,50790,211.54,30.25
24049491,77112,36617,145.83,20.63
24049492,72856,36389,143.87,19.38
24049493,73432,33282,136.92,20.38
24049494,187092,64195,318.21,57.33
24049495,67236,29562,122.58,19.12
24049496,194960,79141,359.29,56.96
24049497,61768,29819,125.83,17.67
24049498,173568,62373,305.5,53.67
24049499,82828,38004,154.42,22.17
24049500,184140,75889,345.79,50.83
24049501,79404,35470,146.58,21.46
24049502,15416,7445,33.29,5.17
24049503,113664,49708,213.79,32.33
24049504,79260,42214,162.88,20.71
24049505,57456,22593,100.79,18.29
24049506,115552,51388,220.62,32.54
24049507,128944,57352,245.25,34.88
24049508,74916,32480,134.96,20.67
24049509,114944,48732,186.17,38.29
24049510,156380,71771,289.87,42.46
24049511,58228,26701,112.54,16.46
24049512,104448,40822,179.42,29.96
24049513,16832,8682,38.83,5.33
24049514,156380,69150,328.17,62.04
24049515,197448,71429,381.0,60.58
24049516,143964,73263,271.54,37.46
24049517,92636,38710,165.08,26.25
24049518,147768,56348,278.75,43.79
24049519,83536,38615,157.75,23.21
24049520,132968,63189,277.71,37.25
24049521,91452,44326,178.08,23.75
24049522,64460,31236,129.71,18.17
24049523,14672,6613,30.92,5.0
24049524,161152,70646,312.88,46.33
24049525,180048,70399,324.58,54.29
24049526,67684,27640,118.87,19.29
24049527,83024,38033,155.79,22.75
24049528,85512,37683,156.75,23.75
24049529,214340,94572,377.17,59.17
24049530,77872,36701,149.21,20.83
24049531,57184,26253,111.33,16.33
24049532,116748,47385,206.54,33.33
24049533,78072,39166,156.0,20.63
24049534,134388,54683,224.92,48.54
24049535,65188,30391,179.12,22.92
24049536,157080,60711,330.42,68.0
24049537,117904,50946,241.25,36.87
24049538,65368,31289,141.83,20.13
24049539,153896,55104,287.33,48.29
24049540,71568,33756,149.5,21.54
24049541,81928,37338,199.87,39.46
24049542,113476,46387,236.17,40.37
24049543,71116,32124,143.21,20.67
24049544,32360,17941,62.5,9.37
24049545,92540,37768,172.71,28.54
24049546,154988,65793,323.33,46.96
24049547,70540,34020,141.0,23.54
24049548,141564,53690,262.25,45.58
24049549,59064,28444,139.21,18.33
24049550,149324,58590,280.79,44.42
24049551,18556,9376,43.58,6.0
24049552,154348,58430,281.67,48.42
24049553,96784,43345,192.71,31.34
24049554,88604,42347,181.08,24.54
24049555,85300,38068,168.09,24.92
24049556,17836,9809,44.54,5.71
24049557,87116,36149,167.16,28.5
24049558,169776,76048,346.63,49.21
24049559,89264,35526,165.25,28.41
24049560,81776,39037,169.12,22.46
24049561,165824,64796,312.88,51.5
24049562,81412,36084,161.33,24.21
24049563,93820,45093,189.71,25.67
24049564,150168,64376,297.08,44.04
24049565,62608,31204,137.0,18.5
24049566,67740,34481,146.75,19.59
24049567,78108,36240,155.63,22.75
24049568,115248,42343,198.54,35.37
24049569,40116,20078,86.75,11.79
24049570,42272,18487,84.08,15.29
24049571,118804,56844,213.87,34.38
24049572,117952,47958,222.13,36.17
24049573,52196,23902,107.42,16.71
24049574,138252,54191,270.96,43.92
24049575,15784,8060,35.96,5.62
24049576,112928,50297,221.21,33.0
24049577,74860,31685,139.54,22.0
24049578,174804,54969,289.96,59.08
24049579,76964,37487,150.13,21.21
24049580,146780,61822,278.46,42.08
24049581,66936,32333,133.0,18.13
24049582,74908,33261,136.63,20.38
24049583,107664,48183,179.71,31.0
24049584,66904,28534,119.29,18.83
24049585,138016,56679,264.67,39.62
24049586,103816,50084,180.83,28.5
24049587,26988,12678,56.46,8.08
24049588,82276,37007,156.21,22.83
24049589,101836,47748,195.58,27.58
24049590,86504,35330,151.62,24.75
24049591,107440,39667,175.46,30.46
24049592,84936,39627,162.58,26.12
24049593,113800,50192,214.67,32.13
24049594,111396,50100,256.08,36.71
24049595,92844,34872,160.5,28.79
24049596,77480,36292,152.87,22.17
24049597,76816,35453,151.08,24.83
24049598,78360,30758,124.75,24.33
24049599,120268,57011,245.21,34.04
24049600,82308,37978,164.17,23.42
24049601,143560,46223,249.04,48.37
24049602,145144,64658,297.83,44.96
24049603,56816,29319,126.08,16.5
24049604,118148,53317,207.71,33.92
24049605,80580,37664,140.63,23.33
24049606,92372,45412,188.63,24.75
24049607,70456,32607,140.25,20.92
24049608,189156,68661,421.71,87.0
24049609,21864,10892,61.46,9.54
24049610,111076,50373,219.29,37.33
24049611,94068,38866,173.33,28.46
24049612,67616,36064,147.42,19.38
24049613,60096,26747,115.96,44.96
24049614,129672,50690,232.42,51.33
24049615,79376,39253,158.87,22.08
24049616,146676,43460,220.04,62.63
24049617,93492,44205,180.46,25.29
24049618,151492,60616,287.04,57.21
24049619,80152,38754,157.79,22.54
24049620,58068,25209,111.88,17.25
24049621,86588,39142,163.54,24.12
24049622,90852,36563,164.25,28.75
24049623,129168,53160,208.88,36.96
24049624,52796,25399,111.92,15.46
24049625,77372,34720,145.54,21.0
24049626,131856,57724,264.33,37.33
24049627,61156,26393,115.42,42.25
24049628,71536,26127,120.54,25.13
24049629,114012,47204,209.04,36.83
24049630,121264,48721,227.21,45.5
24049631,64148,28493,127.71,19.0
24049632,109184,42591,194.96,33.96
24049633,67468,32722,141.33,19.58
24049634,75092,38391,154.92,20.33
24049635,23320,10425,48.5,7.42
24049636,192276,75466,357.71,63.0
24049637,93844,44462,181.08,26.62
24049638,29384,14095,104.21,8.83
24049639,112572,53945,230.67,36.17
24049640,83024,38256,156.58,22.83
24049641,61032,27704,119.25,21.71
24049642,116360,46766,204.5,33.75
24049643,90048,47284,153.58,46.67
24049644,69736,37170,128.71,18.79
24049645,68812,34899,142.88,19.13
24049646,39952,17013,75.42,11.46
24049647,143656,53317,260.0,44.08
24049648,20312,10400,49.12,32.71
24049649,85412,43984,173.25,24.91
24049650,99952,44425,185.25,33.0
24049651,75308,34758,141.54,21.12
24049652,94120,38058,165.46,27.75
24049653,134564,56108,264.12,47.04
24049654,53488,26199,109.0,15.67
24049655,68396,30501,131.12,25.54
24049656,17288,7262,35.75,5.92
24049657,99968,40252,175.38,30.46
24049658,150988,48551,246.63,48.88
24049659,159368,65587,294.38,50.04
24049660,168232,68372,332.42,46.71
24049661,65588,29108,125.67,51.67
24049662,86392,34065,150.83,26.38
24049663,68016,33848,137.17,18.17
24049664,106324,50917,213.83,29.5
24049665,59420,28154,121.67,41.29
24049666,141244,35980,180.33,54.25
24049667,82784,38452,155.17,22.96
24049668,10152,4995,22.92,3.83
24049669,139076,63230,282.58,41.33
24049670,81588,38300,155.21,22.37
24049671,80820,36126,150.62,23.0
24049672,90304,40661,168.54,24.87
24049673,36032,16715,80.38,10.83
24049674,119916,54939,235.04,39.33
24049675,72976,34177,139.33,20.08
24049676,174796,54373,279.37,56.71
24049677,135468,69074,349.04,112.08
24049678,93972,39157,178.5,29.71
24049679,134448,54504,231.96,41.5
24049680,45684,20832,94.54,14.75
24049681,77036,40426,167.46,21.42
24049682,102364,46381,208.92,30.63
24049683,125088,49204,200.58,36.38
24049684,109424,41230,190.0,32.42
24049685,124236,45751,216.67,36.54
24049686,96000,40225,178.42,28.83
24049687,74500,36035,151.46,20.83
24049688,113728,50836,222.29,32.25
24049689,129264,52135,239.42,37.17
24049690,73956,34252,146.37,20.96
24049691,153244,44652,229.0,51.21
24049692,148888,57931,277.54,45.71
24049693,46576,23196,101.79,13.75
24049694,111520,53393,199.71,32.21
24049695,20188,8471,42.83,7.0
24049696,133836,53546,260.67,40.67
24049697,139892,49695,258.0,46.33
24049698,134416,57420,276.63,41.62
24049699,104316,50178,215.38,29.38
24049700,91832,37082,171.42,29.21
24049701,59688,29208,124.67,17.71
24049702,34328,14595,69.58,10.88
24049703,139584,48136,239.92,43.63
24049704,42592,20796,90.71,12.21
24049705,16212,7431,34.13,5.54
24049706,153792,62610,298.96,47.46
24049707,83068,38449,169.79,24.83
24049708,58756,24596,115.12,18.29
24049709,167592,68855,323.96,50.58
24049710,67648,29486,133.04,20.5
24049711,69384,30014,133.25,20.67
24049712,140912,57958,274.0,43.58
24049713,72176,40055,137.21,19.75
24049714,190880,71647,340.21,58.79
24049715,71904,35320,145.87,20.08
24049716,61312,28860,124.63,17.29
24049717,76428,33859,155.5,23.91
24049718,74656,34327,152.87,22.54
24049719,13204,7804,34.38,4.92
24049720,79036,35289,155.17,23.33
24049721,161612,50415,271.21,54.83
24049722,87764,41458,174.04,24.54
24049723,83508,40308,171.58,23.67
24049724,172916,66730,329.88,62.71
24049725,72152,34460,139.17,20.21
24049726,73892,34885,140.58,20.33
24049727,64124,32212,131.92,17.5
24049728,99856,41469,198.83,31.12
24049729,154940,49007,259.88,55.0
24049730,67636,34648,146.04,20.63
24049731,118168,57534,247.54,32.25
24049732,49492,22387,101.25,15.83
24049733,77116,34594,149.04,22.5
24049734,139476,53229,257.17,42.75
24049735,62624,30075,136.5,19.46
24049736,70868,35305,153.67,19.42
24049737,95044,47054,192.42,25.21
24049738,91712,39926,171.54,27.17
24049739,82516,36409,154.96,23.0
24049740,167024,55615,263.25,51.17
24049741,136368,52598,224.54,42.42
24049742,76268,38636,134.29,21.37
24049743,56880,30363,137.25,16.04
24049744,16576,9591,33.54,5.29
24049745,95016,39754,174.16,28.67
24049746,130132,47095,222.46,39.12
24049747,74592,38866,154.96,20.25
24049748,147796,53305,258.96,44.33
24049749,58860,31483,132.08,17.5
24049750,94420,31698,152.25,29.38
24049751,68792,32341,133.67,19.33
24049752,91460,25635,132.96,29.21
24049753,144588,45034,230.42,45.88
24049754,138192,49743,237.0,42.79
24049755,51628,24013,104.25,16.12
24049756,47472,24375,100.54,14.0
24049757,123104,47313,208.88,35.04
24049758,122372,44509,209.25,34.67
24049759,38608,18444,78.25,11.17
24049760,137156,50191,239.58,41.29
24049761,53576,28209,113.42,15.12
24049762,67972,30730,127.29,19.92
24049763,12468,5570,27.67,4.54
24049764,265272,87963,517.37,89.16
24049765,142972,53249,247.29,42.46
24049766,76176,34967,143.96,21.5
24049767,131540,50555,234.75,38.71
24049768,59936,30786,123.33,16.42
24049769,115248,43907,191.54,33.0
24049770,40760,16802,78.42,12.08
24049771,90360,45608,179.5,23.42
24049772,88752,34708,153.5,27.29
24049773,152916,65488,300.37,44.25
24049774,45368,21932,98.96,13.13
24049775,93888,39773,175.79,28.58
24049776,79528,33809,152.29,23.58
24049777,112840,48964,188.37,33.17
24049778,80472,32306,143.67,23.63
24049779,93248,48561,201.17,24.62
24049780,62212,29987,128.33,17.83
24049781,6852,3521,13.29,2.96
24049782,133452,63164,287.25,37.71
24049783,35252,16301,72.96,10.33
24049784,167300,67096,289.16,51.08
24049785,26604,11160,53.42,8.71
24049786,142128,61766,282.13,41.21
24049787,78736,39865,139.21,21.17
24049788,63800,29436,128.08,18.42
24049789,155064,60447,286.38,47.29
24049790,97828,46961,191.29,27.13
24049791,97084,42105,180.62,28.5
24049792,77920,30858,133.33,22.33
24049793,8100,4176,21.33,3.42
24049794,324320,138347,633.87,176.87
24049795,107012,42076,203.37,31.71
24049796,237456,109927,405.62,73.54
24049797,61384,27028,116.46,17.83
24049798,32944,15861,66.92,9.25
24049799,33400,16495,69.21,9.42
24049800,154652,68912,305.29,44.25
24049801,42276,16710,78.0,13.83
24049802,72372,34838,139.17,19.87
24049803,215916,90771,402.75,61.09
24049804,63376,31662,127.88,17.37
24049805,18684,8940,40.71,5.75
24049806,153852,63477,284.04,43.5
24049807,39896,17841,76.13,11.17
24049808,131248,54471,215.92,38.17
