block_number,raw_size_bytes,compressed_size_bytes,compression_time_us,decompression_time_us
24094721,64652,32961,147.5,19.84
24094722,132368,52357,274.33,43.63
24094723,26432,14072,65.21,8.75
24094724,173600,56309,310.79,61.08
24094725,154140,51278,278.42,55.04
24094726,140296,64572,319.71,43.25
24094727,82316,37934,171.67,25.58
24094728,111172,53609,243.79,33.79
24094729,15992,8673,40.25,5.58
24094730,202404,76483,367.83,69.83
24094731,84468,38767,175.71,26.21
24094732,149024,47118,259.87,54.42
24094733,111796,59985,228.83,32.33
24094734,75196,40408,161.5,22.42
24094735,70408,34993,152.04,21.08
24094736,75872,34060,153.79,23.33
24094737,187692,61734,334.0,65.13
24094738,118360,62181,237.83,34.71
24094739,83632,37338,170.75,25.79
24094740,175784,64902,309.67,57.79
24094741,45728,23119,103.46,14.04
24094742,99792,46927,210.21,29.5
24094743,159808,50485,267.92,58.13
24094744,108592,55735,214.58,32.46
24094745,185420,69768,358.88,60.54
24094746,45032,23133,103.08,13.54
24094747,75256,34361,155.12,23.25
24094748,116960,38820,202.0,38.54
24094749,82912,40999,177.87,24.54
24094750,162672,52266,268.63,58.17
24094751,61220,29571,133.79,19.5
24094752,112856,45248,217.79,36.87
24094753,119836,41545,187.0,38.54
24094754,55088,28030,135.92,17.54
24094755,105504,50139,228.38,32.54
24094757,224796,82128,435.96,75.42
24094758,96516,43796,198.92,30.08
24094759,159916,52900,267.33,54.83
24094760,99320,48511,209.79,28.87
24094761,120220,42072,183.71,40.83
24094762,82200,38838,164.13,22.88
24094763,124928,63445,264.42,32.79
24094764,51516,25569,109.63,15.29
24094765,110908,49395,228.21,32.38
24094766,75128,33921,143.87,22.25
24094767,138796,37443,210.88,51.54
24094768,154088,71302,324.88,47.46
24094769,96344,50364,186.04,26.25
24094770,72692,36459,154.38,20.21
24094771,162344,52111,257.5,53.79
24094772,16396,8451,39.54,5.92
24094773,167284,83024,324.46,45.5
24094774,75000,30311,137.29,23.63
24094775,110924,56476,244.67,30.17
24094776,128960,37483,176.42,44.17
24094777,76000,38931,157.96,21.71
24094778,80188,39043,165.58,22.25
24094779,132476,57818,273.67,39.62
24094780,55304,27469,117.62,16.21
24094781,150116,63201,304.88,46.42
24094782,52872,26217,112.87,15.79
24094783,95392,49836,176.0,24.21
24094784,54428,21272,107.12,17.54
24094785,172176,64697,307.71,53.75
24094786,143888,43103,202.33,47.79
24094787,100292,53990,181.04,25.21
24094788,130176,54519,237.96,36.83
24094789,59140,26527,117.21,18.25
24094790,47616,22367,103.87,15.29
24094791,171384,52660,276.17,61.46
24094792,63964,31703,132.96,18.5
24094793,93396,44967,189.71,27.42
24094794,68104,31165,144.54,23.12
24094795,138792,40324,218.71,52.92
24094796,112280,49055,230.67,35.46
24094797,65640,31391,142.54,21.58
24094798,111864,45594,219.29,37.58
24094799,61640,28625,135.08,19.96
24094800,157620,62386,324.04,52.5
24094801,155888,50054,274.54,55.63
24094802,65672,30208,142.83,21.67
24094803,136708,55393,250.17,45.58
24094804,76392,33799,155.5,24.21
24094805,87944,38098,175.21,26.71
24094806,180924,63421,336.96,62.04
24094807,128548,61551,280.0,38.12
24094808,60500,30458,137.29,18.75
24094809,81504,39272,171.46,24.29
24094810,115064,49731,237.46,37.25
24094811,49096,24107,95.83,16.21
24094812,88520,41153,186.87,28.46
24094813,84832,36269,169.29,27.67
24094814,153824,47084,267.83,56.13
24094815,100472,48815,189.96,30.37
24094816,51256,18732,91.33,19.92
24094817,154084,48895,281.54,64.0
24094818,103512,37045,189.17,36.67
24094819,171176,72343,364.79,57.17
24094820,137908,48744,258.0,47.71
24094821,65612,30217,146.17,21.46
24094822,85912,36255,177.29,27.79
24094823,107736,44312,226.0,35.71
24094824,76892,35006,170.71,25.13
24094825,122924,51549,242.04,38.25
24094826,17568,10608,38.96,6.0
24094827,103368,50677,221.5,30.04
24094828,99776,46804,204.08,30.33
24094829,72244,33505,144.08,21.04
24094830,103896,48815,213.79,30.25
24094831,90824,41621,188.33,27.79
24094832,52716,24212,118.04,16.5
24094833,166024,62498,378.33,54.62
24094834,85748,43184,187.46,26.13
24094835,177868,61166,330.42,61.37
24094836,168024,73209,358.33,52.71
24094837,77488,37312,163.67,23.08
24094838,47504,23135,103.25,16.08
24094839,73816,35776,149.5,21.79
24094840,104712,46508,200.5,30.67
24094841,113232,34892,157.42,39.13
24094842,119424,58035,245.33,32.83
24094843,27828,14255,64.08,8.71
24094844,160332,76697,343.0,44.0
24094845,123284,57263,263.96,34.71
24094846,55632,24853,114.5,17.58
24094847,94176,40144,173.25,27.54
24094848,176736,77869,360.13,51.96
24094849,19548,9441,42.67,6.0
24094850,134100,61752,276.87,37.5
24094851,115856,51158,223.92,32.21
24094852,159736,67694,281.5,48.21
24094853,62620,28958,124.66,18.42
24094854,140348,52838,254.67,46.42
24094855,77104,36383,149.0,21.71
24094856,51528,25048,104.83,15.08
24094857,160736,60844,267.92,51.21
24094858,78756,36854,151.37,22.25
24094859,159108,60742,261.29,50.54
24094860,85232,41137,148.0,24.5
24094861,131384,64519,243.96,34.87
24094862,69056,32279,150.58,19.33
24094863,99148,42773,189.58,30.42
24094864,115380,50882,223.92,32.83
24094865,71468,34764,146.12,21.04
24094867,174744,57024,302.5,58.42
24094868,168484,65589,283.62,50.83
24094869,78316,37474,155.0,23.42
24094870,141232,46960,234.37,48.87
24094871,45364,22906,101.92,14.71
24094872,146564,62595,294.04,43.42
24094873,34576,15767,70.25,10.71
24094874,114680,38076,163.46,37.92
24094875,128096,60768,255.29,34.54
24094876,96624,44127,190.04,28.08
24094877,235104,101669,469.42,75.41
24094878,100948,43020,193.42,28.5
24094879,56984,28034,128.46,16.83
24094880,84640,43579,170.54,22.67
24094881,192944,61772,296.83,64.04
24094882,79764,39254,158.08,22.29
24094883,100924,45012,193.88,29.63
24094884,21488,9957,47.17,8.12
24094885,146892,52661,233.29,47.75
24094886,86712,39795,167.67,25.04
24094887,164980,78534,353.04,46.34
24094888,117880,55081,246.41,33.21
24094889,83068,39283,163.83,23.12
24094890,97632,43502,186.25,28.63
24094891,50056,20847,99.0,16.33
24094892,186984,68903,336.08,60.75
24094893,163244,79077,345.38,44.0
24094894,98788,46760,199.0,28.21
24094895,55636,27342,131.08,20.21
24094896,163172,59062,333.25,56.63
24094897,129524,72134,258.17,37.04
24094898,68776,34391,146.79,21.04
24094899,210572,105884,483.21,72.87
24094900,84468,42938,179.17,23.42
24094901,73732,40637,142.29,20.54
24094902,234800,122615,489.25,67.87
24094903,16400,6584,38.33,6.83
24094904,134940,64210,301.13,39.54
24094905,194188,98012,379.71,58.75
24094906,150592,84876,302.96,41.08
24094907,69784,34817,147.96,20.58
24094908,279400,131105,619.58,99.62
24094909,74732,33824,155.12,23.54
24094910,75652,37321,143.58,23.42
24094911,106440,43447,188.0,36.5
24094912,139128,64729,315.62,42.75
24094913,117104,50714,239.58,36.29
24094914,182144,91102,377.75,54.63
24094915,183776,69948,374.42,63.87
24094916,75076,33325,160.0,24.12
24094917,89184,42492,194.83,27.88
24094918,92520,45819,204.96,27.33
24094919,216836,73536,405.79,90.0
24094920,70868,28536,120.75,24.5
24094921,115952,54551,246.37,34.0
24094922,128612,58247,259.08,36.5
24094923,114532,50568,224.71,33.33
24094924,89724,41819,179.79,25.92
24094925,151756,61703,317.42,48.75
24094926,87484,42703,179.37,24.92
24094927,151404,52602,249.67,52.0
24094928,151644,84050,304.79,42.25
24094929,67152,34185,148.67,19.92
24094930,69224,33489,142.13,20.29
24094931,236892,107016,468.58,73.58
24094932,123536,57206,267.62,36.84
24094933,187660,72502,362.92,61.96
24094934,90032,37777,179.58,29.37
24094935,169576,63130,324.71,55.67
24094936,93876,40830,182.75,28.88
24094937,76864,31586,145.83,23.46
24094938,202540,79482,394.87,64.75
24094939,215616,101512,424.83,63.87
24094940,16248,7554,39.0,6.29
24094941,175072,60441,319.67,61.25
24094942,19500,11112,51.13,6.71
24094943,122844,59321,258.96,34.46
24094944,305268,128363,595.25,101.33
24094945,95664,42141,189.67,28.92
24094946,142656,69245,275.46,44.42
24094947,158172,87202,329.62,42.38
24094948,271712,122081,515.58,88.33
24094949,116812,53762,238.33,33.79
24094950,155612,83885,334.25,42.38
24094951,82852,37573,167.96,24.63
24094952,85052,39952,169.88,24.42
24094953,20308,10554,48.71,7.0
24094954,241864,86246,449.0,81.75
24094955,152832,57575,290.71,50.0
24094956,144200,78252,291.71,40.38
24094957,50520,22004,115.29,16.92
24094958,222320,109039,453.46,71.33
24094959,246332,117931,520.62,69.67
24094960,63136,30505,135.71,19.17
24094961,137196,61236,288.79,42.38
24094962,160640,82909,322.42,44.92
24094963,118316,49220,240.25,36.96
24094964,270368,123928,562.17,81.79
24094965,78124,33621,192.83,26.46
24094966,167936,72922,343.5,51.13
24094967,238344,107322,450.75,72.46
24094968,131344,51775,257.67,42.13
24094969,159748,58958,294.37,52.5
24094970,74124,34887,148.62,22.08
24094971,47840,24179,106.04,13.92
24094972,130512,61795,278.58,37.33
24094973,101604,44364,203.58,30.29
24094974,57212,25987,117.17,17.67
24094975,153640,54741,277.0,52.04
24094976,123724,47508,229.0,39.33
24094977,105284,48869,213.46,30.67
24094978,73748,30580,142.33,23.46
24094979,109872,50955,233.79,32.54
24094980,153468,53165,273.0,52.38
24094981,78468,34338,185.04,27.5
24094982,114104,57015,264.83,34.21
24094983,145348,79727,331.12,43.13
24094984,86188,41136,176.46,25.0
24094985,92964,42062,190.29,27.58
24094986,193152,109869,400.08,53.25
24094987,75764,34780,154.88,24.08
24094988,68128,28834,134.13,22.04
24094989,161756,53461,289.0,55.75
24094990,130960,64027,276.92,36.63
24094991,188552,100681,396.54,57.54
24094992,75348,36895,162.0,22.83
24094993,166816,87367,348.04,47.21
24094994,126848,67720,264.25,37.88
24094995,170708,84675,338.41,49.13
24094996,86028,41869,177.79,24.63
24094997,109816,34493,159.5,38.92
24094998,179360,95895,374.71,51.92
24094999,69188,32369,141.13,20.42
24095000,71040,38011,134.33,20.25
24095001,160440,88024,332.25,43.29
24095002,74200,43013,145.58,20.25
24095003,187132,64561,329.67,64.67
24095004,179716,101066,381.75,49.71
24095005,91380,46930,200.58,25.08
24095006,10104,5218,20.96,4.29
24095007,155584,53894,279.0,53.46
24095008,237328,136075,523.92,65.12
24095009,188024,106896,403.63,51.5
24095010,69828,43345,148.87,19.29
24095011,103264,49628,228.42,32.42
24095012,173064,92015,369.42,48.87
24095013,79968,37705,178.21,24.25
24095014,62176,29711,141.88,19.79
24095015,245168,111457,490.96,84.83
24095016,13816,7340,27.5,5.96
24095017,185020,104492,394.92,52.08
24095018,21164,10273,51.67,7.62
24095019,256300,116552,512.71,80.13
24095020,182336,99717,398.83,52.0
24095021,157476,60901,284.67,55.21
24095022,91864,48146,183.67,26.67
24095023,210468,103329,419.17,64.33
24095024,91192,48755,214.17,25.42
24095025,41008,18408,90.58,13.12
24095026,55020,30214,118.54,18.92
24095027,195456,65528,327.92,71.75
24095028,255360,136766,540.71,73.25
24095029,158172,75602,318.58,48.92
24095030,189984,98217,404.62,56.54
24095031,58828,27751,132.79,19.62
24095032,234016,119786,510.21,72.87
24095033,49732,27576,104.67,22.71
24095034,102124,48663,223.83,31.96
24095035,173508,86238,360.54,52.25
24095036,33704,19852,72.62,10.37
24095037,132896,56956,256.58,45.21
24095038,76344,36331,168.67,24.5
24095039,98200,43846,204.08,30.54
24095040,144960,51365,269.5,49.92
24095041,119752,63878,226.17,32.46
24095042,138204,70469,261.25,39.75
24095043,163272,76572,354.29,51.08
24095044,73736,43925,162.88,22.33
24095045,124384,58410,283.25,39.17
24095046,171872,92783,379.83,48.83
24095047,83256,44966,167.67,24.46
24095048,114064,62982,221.0,32.54
24095049,149280,50683,271.63,53.46
24095050,314044,163500,715.79,98.25
24095051,117840,69688,238.04,33.13
24095052,90172,41523,186.67,26.87
24095053,84856,41571,181.75,25.08
24095054,124352,49024,246.42,42.29
24095055,120708,57559,266.79,37.75
24095056,64372,33572,128.71,19.58
24095057,105672,51803,233.37,31.67
24095058,101408,43931,182.46,33.33
24095059,59832,27795,129.67,19.46
24095060,160900,55966,305.25,57.0
24095061,147832,82547,309.63,43.25
24095062,87280,46419,174.21,24.5
24095063,46052,21769,104.13,15.25
24095064,140068,63025,335.33,47.54
24095065,94500,45701,220.21,31.5
24095066,210040,110014,470.87,67.29
24095067,73488,36701,174.46,23.88
24095068,58328,28691,140.12,19.58
24095069,157352,54366,292.67,60.21
24095070,96284,51829,210.04,29.92
24095071,105568,55131,268.04,32.91
24095072,130056,67104,285.08,41.63
24095073,102960,48524,240.29,34.21
24095074,176252,57738,346.46,68.0
24095075,69488,27990,145.13,24.62
24095076,287656,125018,690.04,102.62
24095077,181480,75724,379.88,58.75
24095078,184092,69353,334.42,63.46
24095079,116352,49089,241.79,38.62
24095080,128272,53621,235.83,42.46
24095081,160124,67405,329.5,50.12
24095082,88648,41623,181.17,25.92
24095083,12864,5734,30.67,5.29
24095084,177144,60659,314.21,60.29
24095085,90616,45134,193.58,25.67
24095086,14612,7661,35.38,5.29
24095087,141612,61531,259.87,44.04
24095088,117896,55288,251.79,36.0
24095089,105364,53809,233.79,29.54
24095090,183492,96335,390.79,51.5
24095091,74200,31645,141.79,22.29
24095092,94116,42761,185.46,27.83
24095093,162148,60502,300.33,56.71
24095094,135804,68007,268.46,40.42
24095095,164268,92080,332.33,52.21
24095096,24400,11313,55.5,8.34
24095097,43016,22770,98.75,12.33
24095098,256240,121567,540.33,74.58
24095099,187668,89149,402.17,53.66
24095100,158620,85252,324.75,43.79
24095101,163680,91743,336.79,45.5
24095102,146800,53288,264.88,48.71
24095103,20104,9728,47.33,7.17
24095104,358796,159713,789.75,113.46
24095105,109456,53213,230.54,31.17
24095106,135752,57208,247.79,42.71
24095107,91068,41367,176.0,25.29
24095108,252616,121575,514.92,71.13
24095109,36388,16221,72.87,10.96
24095110,11520,6267,21.17,4.67
24095111,297140,127268,640.25,90.83
24095112,274160,123675,519.33,83.04
24095113,85152,45641,188.67,23.0
24095114,51724,23023,103.21,16.25
24095115,125932,57852,255.63,35.92
24095116,281560,156635,597.87,75.41
24095117,95104,42380,186.88,26.63
24095118,68004,31329,139.71,20.04
24095119,167012,89797,337.25,45.25
24095120,126968,57274,259.25,37.0
24095121,158908,84758,327.13,43.25
24095122,185440,88860,362.5,59.92
24095123,70932,35966,156.13,19.96
24095124,66648,29529,133.5,19.87
24095125,87508,40829,175.67,25.37
24095126,243072,107016,559.29,99.46
24095127,108992,59023,264.75,33.0
24095128,162440,94342,377.83,44.66
24095129,95032,48674,213.62,26.67
24095130,15068,7982,37.33,5.67
24095131,235344,107912,455.5,71.5
24095132,194948,115508,410.58,51.38
24095133,136092,78340,270.75,37.12
24095134,69540,39458,142.33,19.25
24095135,85780,41223,180.79,24.33
24095136,75796,36869,159.96,22.21
24095137,100196,48507,216.71,31.42
24095138,103860,54523,212.92,30.38
24095139,162656,73499,325.5,49.71
24095140,134844,71236,284.88,37.63
24095141,53320,31919,117.92,15.29
24095142,167776,57354,312.75,59.75
24095143,163240,87740,342.37,46.58
24095144,80948,38268,176.04,24.37
24095145,122584,64224,288.62,34.96
24095146,93544,49632,189.58,26.58
24095147,116168,60291,233.59,33.83
24095148,199280,114010,450.08,55.54
24095149,13052,6368,32.13,5.37
24095150,239312,114161,527.54,71.88
24095151,153372,82869,316.41,44.13
24095152,84920,42098,192.88,25.17
24095153,67500,32956,148.29,20.87
24095154,137408,65529,312.96,42.75
24095155,113696,50241,238.42,36.33
24095156,97656,46420,209.17,43.08
24095157,151192,45587,257.21,54.92
24095158,108752,50127,229.33,33.62
24095159,222316,93696,459.17,79.58
24095160,68384,37582,141.96,20.75
24095161,71040,32927,147.37,21.38
24095162,121984,56632,262.58,37.58
24095163,71072,35925,156.79,21.71
24095164,178524,61477,333.04,61.66
24095165,110612,54064,246.62,33.34
24095166,33360,17756,66.71,10.25
24095167,203996,72410,374.13,67.12
24095168,77272,38386,168.25,23.21
24095169,77968,37164,164.46,23.46
24095170,99276,45930,209.17,31.25
24095171,160764,62478,324.04,53.79
24095172,123496,60074,282.25,38.46
24095173,108196,49696,229.83,34.67
24095174,99724,53092,230.75,28.87
24095175,147796,73187,296.58,42.25
24095176,106964,50718,221.87,31.17
24095177,82208,39169,172.83,24.46
24095178,98080,44099,200.5,30.13
24095179,174664,54724,315.21,79.0
24095180,137360,71285,281.96,37.71
24095181,88968,46312,164.0,22.83
24095182,33852,17955,82.79,9.71
24095183,186040,63603,319.13,73.25
24095184,143372,70580,274.79,39.37
24095185,65808,33554,143.0,18.46
24095186,108000,52440,216.5,30.12
24095187,121296,60392,258.67,34.17
24095188,52568,29728,106.0,15.25
24095189,106300,50769,211.58,29.21
24095190,86616,39171,161.92,23.88
24095191,171832,53298,265.17,57.25
24095192,114324,56980,205.96,31.75
24095193,49716,25003,105.96,15.34
24095195,139720,45470,210.12,47.08
24095196,267140,118119,521.46,77.96
24095197,88876,37106,163.92,27.54
24095198,85584,42287,148.17,23.17
24095199,143712,62859,297.92,42.96
24095200,119832,63185,211.04,31.29
24095201,113480,59763,211.12,29.87
24095202,86252,40623,165.25,22.88
24095203,87380,30028,143.75,28.67
24095204,147740,71364,316.88,40.67
24095205,209632,97885,387.13,59.83
24095206,73520,37158,154.92,20.08
24095207,114636,56820,237.63,31.04
24095208,79116,38407,153.21,25.71
24095209,132644,65416,269.12,38.79
24095210,114752,55401,253.0,34.46
24095211,99320,48970,182.83,29.63
24095212,102120,44710,219.42,32.71
24095213,158944,53247,317.42,57.75
24095214,86508,40999,181.87,26.29
24095215,125620,69631,245.71,34.83
24095216,104724,50673,232.75,31.54
24095217,26400,13138,51.67,9.25
24095218,202216,76777,368.92,68.88
24095219,156512,74155,352.92,48.62
24095220,95384,42591,202.46,30.88
24095221,183444,80774,367.5,58.46
