block_number,cache_size_bytes
24036475,5132673
24036476,4002714
24036477,2929193
24036478,2855869
24036479,2545051
24036480,2524644
24036481,2974236
24036482,2533588
24036483,4467191
24036484,1889334
24036485,2096570
24036486,1372084
24036487,3272618
24036488,3378381
24036489,3199821
24036490,2256657
24036491,380284
24036492,4118307
24036493,3228955
24036494,3708977
24036495,2924124
24036496,2214959
24036497,2867464
24036498,2124671
24036499,2438830
24036500,1799625
24036501,1206963
24036502,716628
24036503,3036474
24036504,2787837
24036505,3619772
24036506,3182891
24036507,2890996
24036508,1863057
24036509,857546
24036510,2611159
24036511,3404909
24036512,2555654
24036513,2109041
24036514,2129934
24036515,907005
24036516,2584509
24036517,3976288
24036518,1822132
24036519,2493761
24036520,1752151
24036521,2646994
24036522,3143456
24036523,1663499
24036524,2910803
24036525,1808408
24036526,2497036
24036527,3215543
24036528,2908086
24036529,2325633
24036530,392133
24036531,873200
24036532,3751200
24036533,2855179
24036534,2212789
24036535,2366810
24036536,4136817
24036537,2380740
24036538,3125824
24036539,3069487
24036540,3472310
24036541,2369005
24036542,3370190
24036543,620408
24036544,2830123
24036545,4201244
24036546,2378719
24036547,2654149
24036548,2840422
24036549,2444799
24036550,2621788
24036551,2019059
24036552,696931
24036553,3270140
24036554,2939957
24036555,2125998
24036556,4019356
24036557,1569507
24036558,1410440
24036559,2782123
24036560,462660
24036561,3354975
24036562,2572995
24036563,1894929
24036564,2407118
24036565,658768
24036566,3008704
24036567,2167023
24036568,1883541
24036569,3154253
24036570,2568472
24036571,2115140
24036572,2366710
24036573,2309396
24036574,1805489
24036575,3026203
24036576,1051841
24036577,2878723
24036578,626944
24036579,3300037
24036580,3672643
24036581,410677
24036582,2182570
24036583,1386720
24036584,2967003
24036585,1565564
24036586,3276421
24036587,2144155
24036588,2792857
24036589,2043342
24036590,3333205
24036591,2427896
24036592,2096496
24036593,2750559
24036594,3206056
24036595,3043813
24036596,3114214
24036597,4215170
24036598,2742020
24036599,2008386
24036600,2206812
24036601,1982942
24036602,2685038
24036603,3122520
24036604,2801387
24036605,2129586
24036606,3478221
24036607,1560663
24036608,615247
24036609,2156314
24036610,2578572
24036611,353566
24036612,3701523
24036613,3034885
24036614,1191702
24036615,3124804
24036616,1917079
24036617,4234289
24036618,1823806
24036619,2473946
24036620,1779220
24036621,2920489
24036622,2163961
24036623,2981077
24036624,3021846
24036625,2195140
24036626,1889289
24036627,2682555
24036628,1390324
24036629,2341253
24036630,2194483
24036631,2354523
24036632,3166969
24036633,3055471
24036634,2508955
24036635,2161078
24036636,1726160
24036637,679791
24036638,1095826
24036639,3388879
24036640,4019736
24036641,2310314
24036642,3423166
24036643,453681
24036644,519892
24036645,2581619
24036646,4144222
24036647,994482
24036648,2463018
24036649,2125062
24036650,2241108
24036651,2896649
24036652,3056976
24036653,2141294
24036654,471197
24036655,3264536
24036656,3323393
24036657,1583446
24036658,592668
24036659,3250518
24036660,1804193
24036661,3103342
24036662,2066363
24036663,2520733
24036664,1894628
24036665,2196833
24036666,2888607
24036667,3922574
24036668,3410328
24036669,3103806
24036670,387555
24036671,2609258
24036672,3366620
24036673,2749286
24036674,804031
24036675,2638432
24036676,1161489
24036677,1757257
24036678,3663972
24036679,2418961
24036680,1818684
24036681,2255163
24036682,365952
24036683,3180961
24036684,3519185
24036685,1934025
24036686,2206624
24036687,2005584
24036688,2202670
24036689,2306921
24036690,1954774
24036691,2935021
24036692,1948284
24036693,1836389
24036694,2139228
24036695,2471144
24036696,3206731
24036697,2741437
24036698,1480387
24036699,2540584
24036700,2302552
24036701,1557587
24036702,3251768
24036703,1693611
24036704,2788607
24036705,2193215
24036706,2408053
24036707,1898278
24036708,2230172
24036709,3087461
24036710,1067888
24036711,2026502
24036712,1519459
24036713,2334020
24036714,2404252
24036715,1460140
24036716,3282258
24036717,416946
24036718,2942086
24036719,2785197
24036720,2836161
24036721,1380666
24036722,1836643
24036723,1311014
24036724,2296233
24036725,1817839
24036726,1974275
24036727,2388954
24036728,1608423
24036729,2094576
24036730,1813038
24036731,2665351
24036732,2726117
24036733,2318064
24036734,1374559
24036735,2581457
24036736,3014092
24036737,1425372
24036738,2457693
24036739,2403506
24036740,3063432
24036741,2820281
24036742,3229364
24036743,4177772
24036744,2737552
24036745,2706909
24036746,962163
24036747,2791790
24036748,4278209
24036749,2524118
24036750,1736666
24036751,3302080
24036752,2260891
24036753,2785272
24036754,3293211
24036755,2266426
24036756,2276974
24036757,3844476
24036758,2194640
24036759,2511813
24036760,1180432
24036761,2608681
24036762,2218892
24036763,2822772
24036764,3074108
24036765,2161533
24036766,1596237
24036767,720809
24036768,2733858
24036769,1697793
24036770,549379
24036771,2424105
24036772,2950756
24036773,2391556
24036774,2952829
24036775,2478705
24036776,231061
24036777,2620389
24036778,3037631
24036779,2915287
24036780,3069146
24036781,2632221
24036782,2105806
24036783,2320013
24036784,1728878
24036785,2039699
24036786,2024586
24036787,2174045
24036788,1642772
24036789,901811
24036790,3407345
24036791,3073589
24036792,2245816
24036793,3549462
24036794,1529438
24036795,1635966
24036796,2601268
24036797,2384497
24036798,4720874
24036799,2059053
24036800,2885618
24036801,1613933
24036802,3424339
24036803,2249655
24036804,2218375
24036805,2402409
24036806,1984486
24036807,3195393
24036808,2653676
24036809,2085898
24036810,1854317
24036811,3827130
24036812,473026
24036813,3307306
24036814,3839469
24036815,2875958
24036816,358025
24036817,1478872
24036818,4900174
24036819,2436040
24036820,2491874
24036821,2274041
24036822,2344162
24036823,4159412
24036824,2791007
24036825,2632279
24036826,2082579
24036827,4247376
24036828,3404717
24036829,1006606
24036830,3779854
24036831,1958652
24036832,1000085
24036833,3451156
24036834,1318518
24036835,2011331
24036836,2239935
24036837,1972506
24036838,2101177
24036839,4870215
24036840,2277993
24036841,1757084
24036842,1056967
24036843,4321448
24036844,2107837
24036845,1190428
24036846,1805586
24036847,2364062
24036848,2092483
24036849,1647123
24036850,1398432
24036851,1633985
24036852,2412582
24036853,2274888
24036854,2230966
24036855,2079096
24036856,2248680
24036857,1273394
24036858,2947780
24036859,1659655
24036860,2610855
24036861,162801
24036862,3977528
24036863,2340301
24036864,3404690
24036865,903542
24036866,571311
24036867,3232648
24036868,4856473
24036869,2682514
24036870,1772496
24036871,2527210
24036872,2735097
24036873,2672820
24036874,2825056
24036875,2057290
24036876,1014214
24036877,2476977
24036878,1532426
24036879,2538773
24036880,1652355
24036881,1864667
24036882,2122382
24036883,1982889
24036884,1910834
24036885,3386932
24036886,1480616
24036887,2210795
24036888,1380895
24036889,3292368
24036890,1508727
24036891,1684816
24036892,2001215
24036893,2442368
24036894,2874206
24036895,2257191
24036896,2099441
24036897,2272126
24036898,1706413
24036899,2417741
24036900,2022507
24036901,1686746
24036902,2480723
24036903,1979804
24036904,551640
24036905,2426331
24036906,3330359
24036907,2711946
24036908,2788937
24036909,2371784
24036910,2032057
24036911,1802321
24036912,2588043
24036913,1249576
24036914,3821007
24036915,2325920
24036916,2295830
24036917,1650595
24036918,1998736
24036919,2305011
24036920,1312660
24036921,2204120
24036922,2154647
24036923,1723077
24036924,2306615
24036925,2271321
24036926,520054
24036927,3465211
24036928,263685
24036929,2171902
24036930,2249159
24036931,2270039
24036932,1739253
24036933,2612335
24036934,3067235
24036935,1741618
24036936,2486038
24036937,2203014
24036938,2763513
24036939,2937233
24036940,1309071
24036941,2192663
24036942,1929458
24036943,2508584
24036944,2315628
24036945,2662992
24036946,1166528
24036947,1549539
24036948,910428
24036949,1885220
24036950,2185124
24036951,2065456
24036952,1928205
24036953,2188083
24036954,1752757
24036955,2314578
24036956,1793745
24036957,2568281
24036958,1258953
24036959,1246042
24036960,3706383
24036961,892964
24036962,2625946
24036963,2954555
24036964,2060576
24036965,2638580
24036966,1980817
24036967,3341539
24036968,3900534
24036969,2986227
24036970,2743213
24036971,2993469
24036972,3175549
24036973,3965131
24036974,3108689
24036975,1552494
24036976,2074466
24036977,1680815
24036978,873109
24036979,2936685
24036980,3111602
24036981,337446
24036982,4031292
24036983,3771503
24036984,1128582
24036985,3687563
24036986,3610789
24036987,2702668
24036988,2920316
24036989,3272385
24036990,351949
24036991,3127703
24036992,2292455
24036993,2735775
24036994,2289564
24036995,2182639
24036996,1382854
24036997,1510161
24036998,66484
24036999,3603422
24037000,2456134
24037001,2228794
24037002,2104628
24037003,2137740
24037004,1682278
24037005,1925660
24037006,2395472
24037007,2618803
24037008,380924
24037009,673017
24037010,3755970
24037011,2532407
24037012,2600518
24037013,2527778
24037014,2814423
24037015,3076001
24037016,1917908
24037017,3810130
24037018,1679442
24037019,2723258
24037020,1871767
24037021,1467344
24037022,338014
24037023,2318200
24037024,1494602
24037025,2461521
24037026,2318869
24037027,1869270
24037028,1199384
24037029,1609952
24037030,1819726
24037031,1800447
24037032,2215498
24037033,1989052
24037034,2759223
24037035,1562528
24037036,1819734
24037037,2492851
24037038,2812665
24037039,1532970
24037040,2744273
24037041,2351902
24037042,1610115
24037043,2113985
24037044,1651614
24037045,1860793
24037046,1180601
24037047,4445302
24037048,1782370
24037049,2890573
24037050,2492127
24037051,2647075
24037052,1869181
24037053,1854593
24037054,1150389
24037055,1733869
24037056,1709148
24037057,2066885
24037058,1830381
24037059,1850804
24037060,1987421
24037061,1895794
24037062,1673819
24037063,1801651
24037064,1965129
24037065,1930300
24037066,1851202
24037067,1307453
24037068,2200878
24037069,2777100
24037070,1665895
24037071,3109803
24037072,2174656
24037073,1258236
24037074,2878945
24037075,1513393
24037076,1212722
24037077,2076684
24037078,1241554
24037079,1829228
24037080,2774896
24037081,1878061
24037082,1976904
24037083,1906902
24037084,1535871
24037085,1665017
24037086,2229545
24037087,1724927
24037088,1541783
24037089,2384133
24037090,1470713
24037091,395317
24037092,1336974
24037093,3801930
24037094,1375418
24037095,1379888
24037096,2326357
24037097,1766050
24037098,1054818
24037099,1754023
24037100,3216801
24037101,1925978
24037102,1824129
24037103,2824553
24037104,1318642
24037105,206384
24037106,5137218
24037107,390785
24037108,1289723
24037109,2572234
24037110,3671448
24037111,2618737
24037112,1153387
24037113,274408
24037114,3116067
24037115,2296133
24037116,2190633
24037117,993616
24037118,2209899
24037119,1728735
24037120,2253986
24037121,1208291
24037122,2620101
24037123,1778593
24037124,586935
24037125,4648007
24037126,2964435
24037127,2089845
24037128,1640310
24037129,2642279
24037130,1741914
24037131,1186197
24037132,1869645
24037133,2730730
24037134,1470218
24037135,2071501
24037136,1325197
24037137,451973
24037138,1720066
24037139,1932449
24037140,3986466
24037141,1757752
24037142,1254761
24037143,522789
24037144,2802558
24037145,470167
24037146,3711856
24037147,1590236
24037148,891242
24037149,1407565
24037150,1551885
24037151,3116770
24037152,1464613
24037153,428972
24037154,2936746
24037155,1517696
24037156,2607950
24037157,2193548
24037158,3383045
24037159,2172844
24037160,1240566
24037161,1975948
24037162,2399527
24037163,1292916
24037164,2677837
24037165,1416850
24037166,1193405
24037167,1558586
24037168,540773
24037169,3085578
24037170,2551155
24037171,1465972
24037172,601715
24037173,3816260
24037174,2940175
24037175,1895173
24037176,2141226
24037177,2033448
24037178,2600181
24037179,1456446
24037180,1716255
24037181,1842575
24037182,2505842
24037183,1095012
24037184,538906
24037185,1206529
24037186,2423768
24037187,2038991
24037188,2000960
24037189,1770411
24037190,477749
24037191,2057690
24037192,2001217
24037193,2970237
24037194,2739918
24037195,1457872
24037196,1502439
24037197,2227473
24037198,3122956
24037199,1790635
24037200,2353295
24037201,1909209
24037202,2655225
24037203,2178836
24037204,997740
24037205,1703900
24037206,1747682
24037207,2312500
24037208,1626747
24037209,3768098
24037210,2518716
24037211,1848933
24037212,1538235
24037213,2007274
24037214,2340337
24037215,1501008
24037216,1669791
24037217,379834
24037218,2553466
24037219,706662
24037220,1848079
24037221,2087263
24037222,1438190
24037223,664035
24037224,2582872
24037225,678207
24037226,2271077
24037227,3078354
24037228,1873208
24037229,2032482
24037230,1607362
24037231,2064188
24037232,99366
24037233,1326896
24037234,2170915
24037235,2415984
24037236,1374030
24037237,2773455
24037238,2340148
24037239,1941810
24037240,2385894
24037241,2025284
24037242,1807421
24037243,3249847
24037244,1468327
24037245,2745815
24037246,1510176
24037247,1246966
24037248,2350967
24037249,1409673
24037250,1659623
24037251,725207
24037252,2853821
24037253,606560
24037254,2208164
24037255,2711396
24037256,1355371
24037257,2408590
24037258,2066782
24037259,1660707
24037260,1771391
24037261,1343520
24037262,1644833
24037263,2235023
24037264,1323167
24037265,2855195
24037266,2172069
24037267,2778426
24037268,2919987
24037269,1481880
24037270,1928100
24037271,2882322
24037272,3170900
24037273,2600774
24037274,2710450
24037275,2634538
24037276,264310
24037277,2888268
24037278,2718663
24037279,1419383
24037280,2168802
24037281,2009498
24037282,2163927
24037283,2678424
24037284,1713879
24037285,1612607
24037286,2317210
24037287,1979408
24037288,1596315
24037289,1929740
24037290,3300363
24037291,2338925
24037292,1710379
24037293,1844069
24037294,2764608
24037295,1792086
24037296,2072828
24037297,4403605
24037298,665612
24037299,3674895
24037300,1823772
24037301,1553435
24037302,2341641
24037303,2441271
24037304,2399220
24037305,2076517
24037306,1285526
24037307,3087820
24037308,2264925
24037309,1499368
24037310,2594012
24037311,2218379
24037312,2439983
24037313,2550966
24037314,3916338
24037315,1756975
24037316,419309
24037317,1551413
24037318,3495166
24037319,2009173
24037320,2751296
24037321,3331501
24037322,3600503
24037323,1786988
24037324,3870044
24037325,4019673
24037326,2324845
24037327,2448278
24037328,1970652
24037329,190613
24037330,5735519
24037331,3881271
24037332,3215050
24037333,4223794
24037334,3930566
24037335,3262434
24037336,2458842
24037337,2985227
24037338,3433641
24037339,3102418
24037340,5010102
24037341,5731599
24037342,8150201
24037343,4182913
24037344,2963172
24037345,2585729
24037346,2071137
24037347,2895974
24037348,2472954
24037349,2171658
24037350,2767096
24037351,2293432
24037352,3131849
24037353,2953594
24037354,1943459
24037355,2494810
24037356,1552333
24037357,2115199
24037358,2320975
24037359,2058223
24037360,1699477
24037361,1555930
24037362,1151015
24037363,433140
24037364,6192358
24037365,3627312
24037366,1892322
24037367,2664179
24037368,2638578
24037369,2543279
24037370,2731693
24037371,3345537
24037372,2512598
24037373,2389409
24037374,2568743
24037375,3233785
24037376,3301490
24037377,1552370
24037378,2870431
24037379,3178588
24037380,2362523
24037381,2780422
24037382,2536842
24037383,2569623
24037384,3767005
24037385,1597125
24037386,3773280
24037387,1705961
24037388,3376987
24037389,2240474
24037390,2236222
24037391,2187750
24037392,3097291
24037393,2471485
24037394,2658563
24037395,2308741
24037396,2331727
24037397,3043836
24037398,2332194
24037399,2328720
24037400,1960301
24037401,2853390
24037402,2189089
24037403,2086912
24037404,2238502
24037405,2248565
24037406,2020738
24037407,2629942
24037408,1874298
24037409,1890207
24037410,2647548
24037411,4754286
24037412,3734010
24037413,4320792
24037414,2925947
24037415,3134480
24037416,3103294
24037417,4733647
24037418,4072639
24037419,3441292
24037420,4440957
24037421,2790615
24037422,2044622
24037423,2850738
24037424,2288211
24037425,1754794
24037426,4016068
24037427,2049731
24037428,3328742
24037429,3381665
24037430,831050
24037431,3653171
24037432,3721767
24037433,2654613
24037434,2070589
24037435,2472702
24037436,1738485
24037437,2525180
24037438,3403172
24037439,3853304
24037440,2721787
24037441,2385653
24037442,1459084
24037443,3124973
24037444,2383176
24037445,3625868
24037446,1783506
24037447,2141089
24037448,2727436
24037449,1502627
24037450,378273
24037451,4620558
24037452,2934006
24037453,2092118
24037454,2059358
24037455,1846449
24037456,2629562
24037457,1585387
24037458,5526550
24037459,1769245
24037460,5826801
24037461,3596123
24037462,4655945
24037463,3560985
24037464,1514347
24037465,2685438
24037466,3877324
24037467,4851606
24037468,4189955
24037469,3933331
24037470,3412568
24037471,3735288
24037472,2292025
24037473,4285589
24037474,2962233
24037475,5651321
24037476,2789016
24037477,4068478
24037478,2685284
24037479,4354620
24037480,3715637
24037481,2530708
24037482,3976190
24037483,4251777
24037484,306802
24037485,2284351
24037486,4575062
24037487,2818812
24037488,1959045
24037489,1451192
24037490,3814671
24037491,4467033
24037492,6063357
24037493,2918608
24037494,4186122
24037495,367763
24037496,5746358
24037497,3634911
24037498,2354457
24037499,2265688
24037500,4015745
24037501,1810428
24037502,2138011
24037503,2269102
24037504,2189923
24037505,3467590
24037506,2225080
24037507,2298030
24037508,3359190
24037509,2336418
24037510,1381593
24037511,3045547
24037512,2069958
24037513,2169217
24037514,3609686
24037515,3050283
24037516,703847
24037517,4213398
24037518,3622419
24037519,1616717
24037520,1003891
24037521,5277541
24037522,815818
24037523,4800308
24037524,2321658
24037525,2937052
24037526,2693767
24037527,3931872
24037528,2533271
24037529,359477
24037530,3451200
24037531,1859921
24037532,1661716
24037533,2973827
24037534,2010893
24037535,3483763
24037536,1589422
24037537,408257
24037538,4156474
24037539,2136067
24037540,2722897
24037541,2832956
24037542,2686101
24037543,3178603
24037544,1945606
24037545,1551037
24037546,671827
24037547,2911520
24037548,3249699
24037549,2525830
24037550,2510975
24037551,3470631
24037552,2476119
24037553,1833392
24037554,1454452
24037555,3372585
24037556,2823143
24037557,2761602
24037558,2515487
24037559,2592152
24037560,1683956
24037561,2340713
24037562,2655722
24037563,5772398
24037564,4898640
24037565,2563626
24037566,4251593
24037567,2413125
24037568,3835641
24037569,3062702
24037570,2813474
24037571,2943460
24037572,3280895
24037573,2847252
24037574,2816326
24037575,3559243
24037576,3399054
24037577,2983295
24037578,1535732
24037579,3166766
24037580,2447782
24037581,2438056
24037582,3549735
24037583,3772104
24037584,1721969
24037585,2620998
24037586,1201927
24037587,4138969
24037588,457230
24037589,1650628
24037590,3757982
24037591,2038409
24037592,1427863
24037593,4741482
24037594,2506933
24037595,2367007
24037596,1473891
24037597,452828
24037598,2787815
24037599,3244690
24037600,1631732
24037601,2336242
24037602,516480
24037603,2929975
24037604,3801611
24037605,3541654
24037606,1313441
24037607,5825266
24037608,655144
24037609,1146137
24037610,3170467
24037611,4655590
24037612,5313868
24037613,2974755
24037614,292072
24037615,3391324
24037616,2230489
24037617,2452664
24037618,1406577
24037619,4359772
24037620,4484990
24037621,3366568
24037622,2895611
24037623,2418442
24037624,2562138
24037625,634396
24037626,4042493
24037627,1930402
24037628,3311480
24037629,2748352
24037630,3072240
24037631,2593537
24037632,2860664
24037633,1746945
24037634,614395
24037635,745739
24037636,2515176
24037637,4418502
24037638,2641602
24037639,2653971
24037640,656066
24037641,3449958
24037642,2746506
24037643,2120899
24037644,680577
24037645,4616467
24037646,1496755
24037647,3673501
24037648,3020731
24037649,1709386
24037650,2585247
24037651,1869711
24037652,1873695
24037653,2666353
24037654,2279332
24037655,2650981
24037656,2475058
24037657,1845970
24037658,1918518
24037659,2041319
24037660,1537364
24037661,3257361
24037662,552714
24037663,512819
24037664,3503025
24037665,1668905
24037666,3355506
24037667,2636332
24037668,490988
24037669,1830844
24037670,3336714
24037671,3123520
24037672,1145872
24037673,846565
24037674,3683895
24037675,2696162
24037676,2928887
24037677,2184263
24037678,3380771
24037679,2086724
24037680,454235
24037681,2827739
24037682,1397917
24037683,724622
24037684,4922170
24037685,2350472
24037686,2902889
24037687,286546
24037688,3603793
24037689,1498613
24037690,3414339
24037691,2681534
24037692,2008739
24037693,2995306
24037694,1112007
24037695,1985080
24037696,3070679
24037697,2167042
24037698,1119036
24037699,2679260
24037700,3008463
24037701,1376457
24037702,1928106
24037703,2955945
24037704,2017326
24037705,1369043
24037706,3083557
24037707,1895380
24037708,1944146
24037709,1984519
24037710,147549
24037711,3079733
24037712,3242197
24037713,1619633
24037714,1887816
24037715,1902270
24037716,403337
24037717,3545989
24037718,552609
24037719,3477672
24037720,2409087
24037721,2010533
24037722,1441820
24037723,1460524
24037724,2226838
24037725,3061339
24037726,1977873
24037727,2349159
24037728,3899084
24037729,1529107
24037730,2199701
24037731,2646521
24037732,2367471
24037733,1578417
24037734,2063683
24037735,528675
24037736,3839087
24037737,2449074
24037738,2888574
24037739,1836460
24037740,1751528
24037741,2942788
24037742,1868574
24037743,1718099
24037744,2562243
24037745,1730288
24037746,1994379
24037747,2321914
24037748,1382225
24037749,2322034
24037750,1419621
24037751,2806268
24037752,2600443
24037753,2342785
24037754,1379579
24037755,3149764
24037756,2615467
24037757,2575036
24037758,1974438
24037759,2772712
24037760,367811
24037761,625504
24037762,3771480
24037763,2571793
24037764,3594930
24037765,2871223
24037766,2209234
24037767,578628
24037768,3224605
24037769,2056942
24037770,2986903
24037771,2525582
24037772,1748515
24037773,2311309
24037774,1003356
24037775,3003098
24037776,1432394
24037777,2613498
24037778,2887315
24037779,2593688
24037780,2201880
24037781,1294413
24037782,2464064
24037783,2326855
24037784,3399645
24037785,2831390
24037786,1598841
24037787,1684072
24037788,1335610
24037789,1849351
24037790,2984578
24037791,2729755
24037792,2795147
24037793,1852377
24037794,2318469
24037795,1686419
24037796,473415
24037797,2892161
24037798,1365729
24037799,2282352
24037800,1465777
24037801,4757255
24037802,1861685
24037803,2917624
24037804,2102514
24037805,2238089
24037806,1853675
24037807,2185226
24037808,760940
24037809,3922494
24037810,3551511
24037811,3057377
24037812,2799315
24037813,659317
24037814,3635055
24037815,2447594
24037816,1345008
24037817,394556
24037818,719911
24037819,1720048
24037820,3725292
24037821,1883940
24037822,2782092
24037823,1021662
24037824,3615251
24037825,2347015
24037826,1303345
24037827,2211196
24037828,2940310
24037829,1722018
24037830,1337881
24037831,2034338
24037832,2301813
24037833,2327536
24037834,1370630
24037835,576254
24037836,3141694
24037837,2267302
24037838,2425743
24037839,2098893
24037840,803828
24037841,1037908
24037842,3618527
24037843,2285290
24037844,2406984
24037845,2938199
24037846,1658848
24037847,2882924
24037848,3916031
24037849,3291786
24037850,2516452
24037851,344156
24037852,2786470
24037853,2270876
24037854,3100320
24037855,2443328
24037856,2706460
24037857,3372087
24037858,1900965
24037859,3188762
24037860,2510617
24037861,2850329
24037862,2950764
24037863,3154109
24037864,1170447
24037865,3119041
24037866,3730383
24037867,2125528
24037868,2398007
24037869,251533
24037870,2591617
24037871,3254726
24037872,2484774
24037873,2971902
24037874,2767346
24037875,3727836
24037876,3313355
24037877,3244345
24037878,2497597
24037879,2588058
24037880,1994074
24037881,3320802
24037882,3381260
24037883,2019513
24037884,2682474
24037885,2224783
24037886,796420
24037887,2841035
24037888,2329587
24037889,735305
24037890,3029832
24037891,3003093
24037892,1810342
24037893,1790367
24037894,2214768
24037895,2051558
24037896,2091971
24037897,1815389
24037898,2175566
24037899,3539052
24037900,1894054
24037901,501018
24037902,4090724
24037903,2494476
24037904,3863389
24037905,2092263
24037906,2379503
24037907,2493541
24037908,798767
24037909,3223268
24037910,3057395
24037911,3116879
24037912,2870568
24037913,1576788
24037914,1737098
24037915,2398822
24037916,2616821
24037917,3149097
24037918,2991175
24037919,2348855
24037920,367094
24037921,2459462
24037922,3814188
24037923,2726759
24037924,3503987
24037925,2588885
24037926,3413825
24037927,2425932
24037928,2397455
24037929,1414106
24037930,2328055
24037931,2300657
24037932,2219147
24037933,2576241
24037934,3963679
24037935,2283556
24037936,1990267
24037937,2531593
24037938,3237351
24037939,3026993
24037940,2567339
24037941,2139832
24037942,2061074
24037943,3267217
24037944,2324855
24037945,4327434
24037946,1934593
24037947,2752842
24037948,2306763
24037949,2979920
24037950,2476375
24037951,1493272
24037952,2736406
24037953,1782794
24037954,2678722
24037955,2221730
24037956,2129471
24037957,3116461
24037958,1206874
24037959,3858344
24037960,2558021
24037961,149683
24037962,4113063
24037963,2964170
24037964,2060500
24037965,2895130
24037966,1671382
24037967,3006218
24037968,2891963
24037969,2799284
24037970,2333776
24037971,3244014
24037972,2089760
24037973,2880128
24037974,2325971
24037975,2232383
24037976,2755726
24037977,2156329
24037978,3309573
24037979,1855643
24037980,2639001
24037981,3167716
24037982,112541
24037983,5245402
24037984,3146895
24037985,1729254
24037986,3302996
24037987,3652012
24037988,107928
24037989,3514774
24037990,3200102
24037991,1417420
24037992,2400046
24037993,2883423
24037994,1603049
24037995,2621306
24037996,1309115
24037997,2438040
24037998,2908695
24037999,2086593
24038000,379647
24038001,2310022
24038002,393023
24038003,1194826
24038004,3565088
24038005,2362781
24038006,568978
24038007,3938296
24038008,2359325
24038009,2906784
24038010,2280413
24038011,2619086
24038012,1389431
24038013,191169
24038014,2355902
24038015,3353948
24038016,2679765
24038017,3094837
24038018,2308143
24038019,2691981
24038020,2866801
24038021,910253
24038022,3592143
24038023,1553463
24038024,862617
24038025,4179267
24038026,3648248
24038027,2749928
24038028,2235524
24038029,4125871
24038030,2238480
24038031,2652117
24038032,1271035
24038033,3032924
24038034,2122520
24038035,2377777
24038036,3681938
24038037,1932541
24038038,2314331
24038039,1695730
24038040,1878935
24038041,1542453
24038042,2922834
24038043,2947681
24038044,2825473
24038045,2625657
24038046,1727391
24038047,1328073
24038048,2705414
24038049,3819497
24038050,3351891
24038051,2236367
24038052,1130815
24038053,3930610
24038054,2394742
24038055,2588481
24038056,2763742
24038057,3627219
24038058,2094228
24038059,2275261
24038060,2465972
24038061,2210792
24038062,2363010
24038063,3234002
24038064,2064207
24038065,1518621
24038066,3181460
24038067,3083075
24038068,2662692
24038069,1799595
24038070,3338396
24038071,2264383
24038072,1364250
24038073,2203869
24038074,1393699
24038075,905574
24038076,2044651
24038077,2668112
24038078,2627418
24038079,1469093
24038080,1120690
24038081,3211339
24038082,2623745
24038083,2666292
24038084,3127428
24038085,791051
24038086,4137711
24038087,2650506
24038088,2595732
24038089,2601448
24038090,2589429
24038091,2081644
24038092,2830747
24038093,4370634
24038094,2631536
24038095,2290573
24038096,2677091
24038097,1684717
24038098,2121115
24038099,1548086
24038100,583473
24038101,1944875
24038102,3991761
24038103,1523874
24038104,3605603
24038105,1646311
24038106,2656361
24038107,605067
24038108,3331240
24038109,1812990
24038110,3838013
24038111,2655656
24038112,1935281
24038113,2014989
24038114,831756
24038115,2305117
24038116,2905182
24038117,1804564
24038118,2344159
24038119,2235738
24038120,2614499
24038121,238907
24038122,2613625
24038123,2815080
24038124,2548155
24038125,1501800
24038126,2344151
24038127,2120629
24038128,2913699
24038129,544843
24038130,3501447
24038131,2638709
24038132,2393971
24038133,1226827
24038134,3981581
24038135,2522607
24038136,566488
24038137,1545945
24038138,4169478
24038139,1154105
24038140,2209051
24038141,2288106
24038142,1353391
24038143,3099831
24038144,2596610
24038145,1606732
24038146,3427632
24038147,2462457
24038148,2308261
24038149,2495738
24038150,2117178
24038151,2997059
24038152,2909965
24038153,1712628
24038154,2508880
24038155,2553593
24038156,1476188
24038157,3728728
24038158,3091823
24038159,2487984
24038160,3227480
24038161,2299336
24038162,3061872
24038163,2067180
24038164,3094218
24038165,976279
24038166,3376552
24038167,3311119
24038168,2801645
24038169,3702090
24038170,3654767
24038171,2700529
24038172,4611472
24038173,3060480
24038174,1887869
24038175,2333941
24038176,2455709
24038177,2261838
24038178,1940830
24038179,4543774
24038180,2968540
24038181,429561
24038182,6292889
24038183,2430719
24038184,2118386
24038185,3641436
24038186,3110814
24038187,2584534
24038188,2623268
24038189,3175693
24038190,3008549
24038191,424642
24038192,2624970
24038193,2626025
24038194,4389199
24038195,2275477
24038196,2704382
24038197,3230986
24038198,2950403
24038199,3225254
24038200,2954494
24038201,2995143
24038202,2368513
24038203,2905314
24038204,3999075
24038205,2891326
24038206,569568
24038207,1367453
24038208,3146829
24038209,3960008
24038210,2530362
24038211,2145324
24038212,2253527
24038213,2821106
24038214,3040155
24038215,2875779
24038216,2259293
24038217,3003144
24038218,1830673
24038219,2367828
24038220,2384121
24038221,1545578
24038222,2926432
24038223,1439975
24038224,2627829
24038225,4595397
24038226,5448585
24038227,1955584
24038228,3221651
24038229,3136372
24038230,2045634
24038231,2871191
24038232,3777505
24038233,771316
24038234,3436010
24038235,3682827
24038236,3165518
24038237,3663177
24038238,3220836
24038239,2649255
24038240,3877896
