block_number,cache_size_bytes
24099124,2450544
24099125,1773073
24099126,1988505
24099127,2857456
24099128,3715722
24099129,3260319
24099130,2322461
24099131,2116244
24099132,3515171
24099133,2169411
24099134,3217721
24099135,2754082
24099136,1590717
24099137,4216204
24099138,2234218
24099139,2848642
24099140,2824223
24099141,3082646
24099142,786808
24099143,2203375
24099144,2818653
24099145,3262353
24099146,2401501
24099147,2218000
24099148,1987539
24099149,2891716
24099150,3304077
24099151,2469688
24099152,410122
24099153,3068366
24099154,3621043
24099155,763015
24099156,2543668
24099157,264818
24099158,3291910
24099159,5042215
24099160,3187143
24099161,2330006
24099162,2710086
24099163,4891542
24099164,3214299
24099165,1181529
24099166,1352339
24099167,5160888
24099168,1133562
24099169,3721807
24099170,4058569
24099171,2662792
24099172,4206082
24099173,2168612
24099174,2760319
24099175,3536263
24099176,2171497
24099177,2586055
24099178,1402722
24099179,2688275
24099180,3711483
24099181,2559555
24099182,3553426
24099183,3110733
24099184,2094582
24099185,2097817
24099186,2247989
24099187,2883823
24099188,2497508
24099189,387263
24099190,2545843
24099191,2899853
24099192,3575250
24099193,2114877
24099194,2095662
24099195,2422860
24099196,2715207
24099197,2592689
24099198,2182208
24099199,2211120
24099200,2872700
24099201,2120142
24099202,2535263
24099203,1577265
24099204,2644934
24099205,4084464
24099206,1685446
24099207,2480039
24099208,2492555
24099209,1137965
24099210,2843451
24099211,2325341
24099212,2607825
24099213,2721747
24099214,2406420
24099215,2528748
24099216,2371087
24099217,1941510
24099218,1269373
24099219,2225541
24099220,1823252
24099221,1949029
24099222,3198196
24099223,2887538
24099224,610072
24099225,3075746
24099226,2278304
24099227,2879560
24099228,2011330
24099229,2032856
24099230,3100695
24099231,471715
24099232,3100842
24099233,2271719
24099234,2252065
24099235,1745996
24099236,3365441
24099237,848563
24099238,3887735
24099239,2566535
24099240,673886
24099241,2954624
24099242,1991185
24099243,3245696
24099244,2862356
24099245,3134710
24099246,2844065
24099247,3034580
24099248,2593968
24099249,2888313
24099250,3323802
24099251,2773308
24099252,3480659
24099253,2484096
24099254,2197977
24099255,2264532
24099256,2339731
24099257,2009555
24099258,3292043
24099259,2452902
24099260,1815925
24099261,2166050
24099262,4139558
24099263,2661057
24099264,319432
24099265,3242655
24099266,2572217
24099267,3050807
24099268,1985966
24099269,2145471
24099270,2840272
24099271,4163966
24099272,3132080
24099274,3900809
24099275,4217009
24099276,4005159
24099277,5718156
24099278,3278067
24099279,3291862
24099280,3650567
24099281,3367814
24099282,3445816
24099283,2752861
24099284,2076764
24099285,5110796
24099286,1911986
24099287,3759975
24099288,3068540
24099289,2130506
24099290,3413617
24099291,2705088
24099292,2482493
24099293,2093362
24099294,2530328
24099295,2760185
24099296,2302570
24099297,2272647
24099298,2433748
24099299,3075793
24099300,3296902
24099301,2124387
24099302,3280248
24099303,2237695
24099304,2204070
24099305,2444836
24099306,3769369
24099307,2822452
24099308,1647410
24099309,2064617
24099310,3430419
24099311,2897080
24099312,2878115
24099313,337682
24099314,4128161
24099315,3075678
24099316,637062
24099317,4220537
24099318,2798025
24099319,2207541
24099320,655550
24099321,3754277
24099322,1788446
24099323,3307618
24099324,920512
24099325,4100181
24099326,2245461
24099327,2523264
24099328,2488363
24099329,2772329
24099330,1714946
24099331,3088506
24099332,2518679
24099333,426718
24099334,3748230
24099335,3315138
24099336,2000586
24099337,2074520
24099338,2316434
24099339,2792179
24099340,2615520
24099341,2996757
24099342,2463786
24099343,1663736
24099344,2716202
24099345,2881145
24099346,2591663
24099347,2762192
24099348,3088836
24099349,415526
24099350,3448129
24099351,3731252
24099352,3213092
24099353,2893809
24099354,2546590
24099355,2391793
24099356,2250021
24099357,2164182
24099358,3091193
24099359,2379037
24099360,2567273
24099361,3268153
24099362,2697412
24099363,2310399
24099364,2708220
24099365,1559546
24099366,3356088
24099367,3639394
24099368,1768763
24099369,2865608
24099370,2130683
24099371,2891782
24099372,2343940
24099373,2980193
24099374,1664050
24099375,2111846
24099376,2565220
24099377,2779963
24099378,2817886
24099379,492772
24099380,3988750
24099381,3119540
24099382,2616145
24099383,1727071
24099384,3422568
24099385,2133820
24099386,3962152
24099387,2509317
24099388,2444715
24099389,2561795
24099390,2518876
24099391,2522892
24099392,2241764
24099393,2531390
24099394,3322802
24099395,2342281
24099396,2637080
24099397,1721969
24099398,2937862
24099399,2732336
24099400,2500605
24099401,1784005
24099402,797481
24099403,3067736
24099404,2734738
24099405,1771699
24099406,1929777
24099407,2937419
24099408,2166738
24099409,114041
24099410,3443358
24099411,2792280
24099412,2092701
24099413,2374240
24099414,2150115
24099415,1305418
24099416,2081188
24099417,2464970
24099418,2243976
24099419,2283204
24099420,2246228
24099421,2128293
24099422,1476490
24099423,2360227
24099424,1996822
24099425,1926418
24099426,310278
24099427,4116595
24099428,2439307
24099429,2187678
24099430,3343332
24099431,1988557
24099432,2582958
24099433,2147355
24099434,2327314
24099435,2214195
24099436,1872395
24099437,435053
24099438,3326251
24099439,1904030
24099440,2738887
24099441,1393532
24099442,3159015
24099443,2568642
24099444,2278334
24099445,2117076
24099446,2886330
24099447,3061256
24099448,3156547
24099449,5486590
24099450,2995437
24099451,1804673
24099452,3937989
24099453,191785
24099454,3218841
24099455,1579036
24099456,2466162
24099457,3102599
24099458,1844041
24099459,1318024
24099460,2638997
24099461,2330219
24099462,2602424
24099463,2815061
24099464,1553460
24099465,3241122
24099466,2783294
24099467,2233987
24099468,3032702
24099469,2444822
24099470,2734831
24099471,2323747
24099472,2234203
24099473,2945108
24099474,2393482
24099475,2521298
24099476,2190440
24099477,2042820
24099478,1622027
24099479,2886324
24099480,1921951
24099481,2289919
24099482,2746195
24099483,2073552
24099484,2062587
24099485,2459235
24099486,2298599
24099487,2456559
24099488,3899677
24099489,1963033
24099490,2456111
24099491,2067068
24099492,1754362
24099493,2215229
24099494,458679
24099495,2799145
24099496,2602804
24099497,1934219
24099498,2768002
24099499,2334639
24099500,3134848
24099501,3557668
24099502,3150620
24099503,3243413
24099504,2128712
24099505,3981533
24099506,2907197
24099507,2059594
24099508,2763400
24099509,2370085
24099510,3843715
24099511,2543490
24099512,2704411
24099513,2654981
24099514,2305584
24099515,2865963
24099516,2568226
24099517,1726300
24099518,1635479
24099519,1743134
24099520,2166707
24099521,2160198
24099522,2412388
24099523,2752264
24099524,1397220
24099525,2700759
24099526,3759887
24099527,2522195
24099528,2024760
24099529,2537489
24099530,1714578
24099531,572092
24099532,3815034
24099533,853032
24099534,3889173
24099535,2717431
24099536,2558420
24099537,2073705
24099538,3521341
24099539,1479390
24099540,1865137
24099541,2611058
24099542,2962091
24099543,2548152
24099544,2170222
24099545,2189842
24099546,2264045
24099547,2238845
24099548,2439069
24099549,2172504
24099550,2725360
24099551,2164204
24099552,2453858
24099553,2520741
24099554,2266340
24099555,2387692
24099556,1867805
24099557,439394
24099558,3333502
24099559,3055624
24099560,2682518
24099561,2970651
24099562,2823545
24099563,2153029
24099564,2708799
24099565,2774398
24099566,1989681
24099567,2812307
24099568,3357337
24099569,2806375
24099570,3171599
24099571,2273148
24099572,2837167
24099573,2203144
24099574,2362608
24099575,1659937
24099576,2547066
24099577,1949490
24099578,2035288
24099579,2185333
24099580,2402603
24099581,2535616
24099582,2292733
24099583,2805463
24099584,2504948
24099585,2605564
24099586,2531963
24099587,2501257
24099588,2498253
24099589,1923553
24099590,2095757
24099591,2248534
24099592,2073699
24099593,292627
24099594,4201270
24099595,2793964
24099596,2593601
24099597,2285154
24099598,2629406
24099599,2209349
24099600,1841013
24099601,2529194
24099602,2304770
24099603,3891466
24099604,2437108
24099605,2402914
24099606,1744053
24099607,2703316
24099608,1659914
24099609,531438
24099610,2718023
24099611,2516644
24099612,3715556
24099613,2177039
24099614,2795401
24099615,2749704
24099616,2677298
24099617,3304745
24099618,2615755
24099619,3052321
24099620,2504040
24099621,1977595
24099622,2061619
24099623,2704005
24099624,2230509
24099625,2799101
24099626,2339234
24099627,1334088
24099628,2310787
24099629,2881219
24099630,2719543
24099631,2562347
24099632,2881878
24099633,2534689
24099634,3302351
24099635,2044008
24099636,2941577
24099637,2078555
24099638,4141085
24099639,1361817
24099640,2654594
24099641,590025
24099642,3723727
24099643,3127845
24099644,3096147
24099645,2618869
24099646,2702636
24099647,1846491
24099648,4003702
24099649,2144268
24099650,2805763
24099651,3328256
24099652,2441220
24099653,3374418
24099654,1811462
24099655,540034
24099656,3662384
24099657,2176721
24099658,2400021
24099659,2423295
24099660,2610483
24099661,3143889
24099662,2969769
24099663,2864792
24099664,2484003
24099665,2703912
24099666,3533897
24099667,2202140
24099668,2160081
24099669,350148
24099670,3543086
24099671,1452335
24099672,1922290
24099673,2347148
24099674,3209312
24099675,2428717
24099676,2407921
24099677,2160341
24099678,1804140
24099679,2185116
24099680,1958432
24099681,1829304
24099682,2051583
24099683,373273
24099684,3554891
24099685,2289862
24099686,2107254
24099687,2981816
24099688,2589974
24099689,2340482
24099690,2030270
24099691,2702236
24099692,2037219
24099693,1242960
24099694,2738175
24099695,2331941
24099696,1542397
24099697,2487729
24099698,2395453
24099699,2094923
24099700,2375787
24099701,1339935
24099702,2442520
24099703,538521
24099704,3259144
24099705,2501820
24099706,2023612
24099707,453905
24099708,1128203
24099709,3212327
24099710,4248575
24099711,2256035
24099712,872285
24099713,2203509
24099714,3218756
24099715,2570720
24099716,3348842
24099717,3086637
24099718,1839589
24099719,1968185
24099720,2791842
24099721,2959320
24099722,1672787
24099723,3455767
24099724,869229
24099725,2966521
24099726,680604
24099727,4301457
24099728,3267993
24099729,2112015
24099730,1861663
24099731,3159450
24099732,1520686
24099733,2262686
24099734,278310
24099735,3090276
24099736,1243136
24099737,3427569
24099738,2286427
24099739,2074162
24099740,2438421
24099741,1780501
24099742,2441617
24099743,490424
24099744,3315623
24099745,2578781
24099746,2094342
24099747,2104554
24099748,2451286
24099749,2169102
24099750,2900292
24099751,2440501
24099752,579257
24099753,2598986
24099754,442617
24099755,3665610
24099756,2607097
24099757,2184505
24099758,2649385
24099759,2304332
24099760,564379
24099761,695592
24099762,3268546
24099763,4538110
24099764,1943402
24099765,2538071
24099766,540367
24099767,3851719
24099768,2700162
24099769,2982850
24099770,3648990
24099771,2499970
24099772,3291021
24099773,2450283
24099774,3316190
24099775,3181948
24099776,3472170
24099777,2636607
24099778,2107474
24099779,2070557
24099780,3050656
24099781,2029437
24099782,3208426
24099783,1449375
24099784,2771611
24099785,625898
24099786,3332546
24099787,2115596
24099788,536136
24099789,2434787
24099790,3084149
24099791,3728958
24099792,2232202
24099793,1612482
24099794,3098481
24099795,2076533
24099796,539652
24099797,4730798
24099798,2660300
24099799,2661916
24099800,3015067
24099801,1321786
24099802,3387962
24099803,2705841
24099804,2037343
24099805,3001929
24099806,2434423
24099807,2152278
24099808,524920
24099809,3044836
24099810,2132012
24099811,2330208
24099812,2183736
24099813,805738
24099814,3604226
24099815,2853747
24099816,1016525
24099817,2534231
24099818,2245444
24099819,4476498
24099820,923016
24099821,2451365
24099822,2658817
24099823,1674559
24099824,2024276
24099825,2333308
24099826,2456458
24099827,587516
24099828,3798721
24099829,602612
24099830,2527898
24099831,3615686
24099832,2770963
24099833,1977985
24099834,2725578
24099835,2285802
24099836,1810186
24099837,2910009
24099838,1983389
24099839,1684091
24099840,2137988
24099841,2370222
24099842,2594082
24099843,1822959
24099844,1655466
24099845,2035812
24099846,2203872
24099847,2245514
24099848,745201
24099849,3087635
24099850,2505938
24099851,2860510
24099852,1899952
24099853,2276170
24099854,1856823
24099855,348647
24099856,783978
24099857,2693474
24099858,3652639
24099859,1755151
24099860,2493431
24099861,1931276
24099862,2064749
24099863,2055160
24099864,354073
24099865,2848391
24099866,2225528
24099867,2143318
24099868,4086595
24099869,3097490
24099870,2781775
24099871,1546914
24099872,1912588
24099873,2121686
24099874,2083627
24099875,3380962
24099876,2225948
24099877,3190626
24099878,1734311
24099879,1452699
24099880,1790564
24099881,2557511
24099882,1685338
24099883,2106407
24099884,634234
24099885,2533107
24099886,1713975
24099887,2288812
24099888,3233054
24099889,1723169
24099890,2322881
24099891,413561
24099892,2898923
24099893,1472314
24099894,1495112
24099895,2906478
24099896,2773882
24099897,1408213
24099898,2860658
24099899,3911537
24099900,2049544
24099901,1967122
24099902,2602504
24099903,507693
24099904,2153391
24099905,3139666
24099906,2385867
24099907,2114762
24099908,3358101
24099909,3531813
24099910,1802288
24099911,2310886
24099912,450628
24099913,2780680
24099914,2101003
24099915,3034228
24099916,2468758
24099917,2114695
24099918,2310393
24099919,1917342
24099920,575569
24099921,2597505
24099922,3671059
24099923,1968917
24099924,2262084
24099925,1641578
24099926,1637898
24099927,553951
24099928,996968
24099929,4302742
24099930,3061027
24099931,2225442
24099932,2376098
24099933,2037773
24099934,2730724
24099935,1527755
24099936,612959
24099937,2905685
24099938,729624
24099939,323675
24099940,828728
24099941,3473020
24099942,1109942
24099943,2946707
24099944,2380870
24099945,3357188
24099946,2140396
24099947,2386200
24099948,3331560
24099949,2126291
24099950,2536742
24099951,2584297
24099952,3620219
24099953,2593783
24099954,1987953
24099955,2704428
24099956,2174412
24099957,2535290
24099958,2101434
24099959,1179263
24099960,2741549
24099961,2282218
24099962,1889117
24099963,1793457
24099964,2480555
24099965,2645116
24099966,1733586
24099967,2179522
24099968,1963253
24099969,2863177
24099970,2696089
24099971,2345826
24099972,1990867
24099973,2413647
24099974,2408067
24099975,1753451
24099976,2759190
24099977,2922157
24099978,2691748
24099979,2006533
24099980,2380013
24099981,1933842
24099982,4007777
24099983,1975133
24099984,2233658
24099985,2772029
24099986,1828022
24099987,3001326
24099988,1901007
24099989,1961996
24099990,2260986
24099991,1480253
24099992,1530569
24099993,2280999
24099994,2048372
24099995,1339775
24099996,2554948
24099997,2342310
24099998,1624966
24099999,2973831
24100000,2094599
24100001,2164867
24100002,1894550
24100003,1839213
24100004,2509502
24100005,2387123
24100006,1552075
24100007,513507
24100008,4552236
24100009,1825005
24100010,1889019
24100011,2429452
24100012,1489966
24100013,2013334
24100014,1580164
24100015,2699301
24100016,2936570
24100017,2373460
24100018,2336912
24100019,1798019
24100020,2040598
24100021,2466324
