block_number,raw_size_bytes,compressed_size_bytes,file_size_bytes
24092475,118198,43376,43404
24092476,182502,93901,93929
24092477,107653,56970,56998
24092478,75883,32862,32890
24092479,10214,5053,5081
24092480,240269,110881,110909
24092481,174916,60096,60124
24092482,76949,41118,41146
24092483,56374,26325,26353
24092484,134387,74956,74984
24092485,165065,56056,56084
24092486,237305,102807,102835
24092487,113069,57283,57311
24092488,138299,77756,77784
24092489,11473,5266,5294
24092490,199734,75530,75558
24092491,64798,38116,38144
24092492,134042,60554,60582
24092493,70893,30026,30054
24092494,194851,67320,67348
24092495,74410,34855,34883
24092496,108639,42213,42241
24092497,65726,32658,32686
24092498,129763,51132,51160
24092499,22537,12441,12469
24092500,183114,67890,67918
24092501,176657,85148,85176
24092502,15085,6913,6941
24092503,98072,46536,46564
24092504,148723,47708,47736
24092505,65982,20631,20659
24092506,138414,62096,62124
24092507,76809,37698,37726
24092508,85992,40736,40764
24092509,16910,5559,5587
24092510,152815,42295,42323
24092511,258910,105209,105237
24092512,96513,46746,46774
24092513,79701,38713,38741
24092514,154015,47247,47275
24092515,148531,70785,70813
24092516,94592,43696,43724
24092517,5687,2775,2803
24092518,171059,56796,56824
24092519,165850,59405,59433
24092520,109056,56695,56723
24092521,88904,42164,42192
24092522,85831,41760,41788
24092523,148818,57687,57715
24092524,80231,41848,41876
24092525,117002,49622,49650
24092526,98644,47251,47279
24092527,204466,96966,96994
24092528,49564,22219,22247
24092529,202535,90988,91016
24092530,79405,41492,41520
24092531,61785,27545,27573
24092532,151701,74248,74276
24092533,204222,106378,106406
24092534,74529,31717,31745
24092535,116985,44384,44412
24092536,70179,32401,32429
24092537,74074,32992,33020
24092538,169036,94972,95000
24092539,88191,37349,37377
24092540,229088,112179,112207
24092541,94307,43638,43666
24092542,118850,66915,66943
24092543,111629,42537,42565
24092544,43378,18568,18596
24092545,161598,90815,90843
24092546,124720,51981,52009
24092547,61926,26384,26412
24092548,262681,118001,118029
24092549,76888,41614,41642
24092550,197768,100829,100857
24092551,46977,23489,23517
24092552,44970,20214,20242
24092553,239870,108835,108863
24092554,214724,96661,96689
24092555,55637,22695,22723
24092556,109543,48542,48570
24092557,208396,96857,96885
24092558,105737,46273,46301
24092559,136864,71701,71729
24092560,87472,37959,37987
24092561,83736,35779,35807
24092562,141394,42502,42530
24092563,219978,104697,104725
24092564,93776,47343,47371
24092565,77736,31193,31221
24092566,109690,43667,43695
24092567,157641,84991,85019
24092568,145231,53708,53736
24092569,183549,92316,92344
24092570,8510,3766,3794
24092571,69674,33892,33920
24092572,173038,89022,89050
24092573,147899,49043,49071
24092574,200187,92136,92164
24092575,71432,37033,37061
24092576,83283,38314,38342
24092577,156253,82821,82849
24092578,9101,3443,3471
24092579,45250,26083,26111
24092580,206672,76463,76491
24092581,240258,108253,108281
24092582,56170,25308,25336
24092583,65062,30069,30097
24092584,199482,95703,95731
24092585,89411,43532,43560
24092586,65803,30613,30641
24092587,145421,46349,46377
24092588,158473,83029,83057
24092589,10616,5903,5931
24092590,9491,4583,4611
24092591,267931,127706,127734
24092592,166488,54948,54976
24092593,190734,109976,110004
24092594,233842,113443,113471
24092595,102501,49599,49627
24092596,131010,72328,72356
24092597,58058,27394,27422
24092598,178965,83213,83241
24092599,250111,111960,111988
24092600,96532,46046,46074
24092601,187393,86830,86858
24092602,68925,33437,33465
24092603,86911,32387,32415
24092604,93115,42678,42706
24092605,358898,179335,179363
24092606,242970,132340,132368
24092607,106988,60012,60040
24092608,129418,66692,66720
24092609,66231,30546,30574
24092610,135747,55621,55649
24092611,81424,29419,29447
24092612,7610,3734,3762
24092613,190985,102246,102274
24092614,159852,63264,63292
24092615,6792,3055,3083
24092616,142077,47854,47882
24092617,102669,49813,49841
24092618,130052,60166,60194
24092619,97729,50855,50883
24092620,114221,57146,57174
24092621,49476,24679,24707
24092622,144846,47035,47063
24092623,205984,124225,124253
24092624,53190,23706,23734
24092625,87575,40879,40907
24092626,13940,6356,6384
24092627,157404,64534,64562
24092628,96463,41782,41810
24092629,186837,50837,50865
24092630,311249,172862,172890
24092631,126971,69838,69866
24092632,133746,77772,77800
24092633,88233,35646,35674
24092634,109637,41947,41975
24092635,76015,32026,32054
24092636,245534,116118,116146
24092637,326139,195505,195533
24092638,275758,159617,159645
24092639,134979,61027,61055
24092640,76478,32224,32252
24092641,60052,26281,26309
24092642,56943,27120,27148
24092643,96776,42062,42090
24092644,176022,83677,83705
24092645,291599,173796,173824
24092646,162639,52221,52249
24092647,326239,195839,195867
24092648,65523,28957,28985
24092649,53551,25346,25374
24092650,105968,63722,63750
24092651,18302,11026,11054
24092652,237364,123152,123180
24092653,97596,49285,49313
24092654,268474,141075,141103
24092655,63551,31418,31446
24092656,118500,64309,64337
24092657,66010,30265,30293
24092658,326277,182739,182767
24092659,265629,144052,144080
24092660,73488,33917,33945
24092661,116851,46151,46179
24092662,138524,67545,67573
24092663,165264,75719,75747
24092664,190843,114521,114549
24092665,125936,71135,71163
24092666,167095,91539,91567
24092667,65464,30112,30140
24092668,241928,120241,120269
24092669,88828,42346,42374
24092670,117921,39906,39934
24092671,190593,94605,94633
24092672,89010,43090,43118
24092673,96015,47323,47351
24092674,102848,53114,53142
24092675,236708,113495,113523
24092676,65586,33090,33118
24092677,217984,112728,112756
24092678,84467,43357,43385
24092679,78238,42534,42562
24092680,61519,36866,36894
24092681,133841,61330,61358
24092682,245506,119927,119955
24092683,100232,46521,46549
24092684,244839,114206,114234
24092685,201259,99887,99915
24092686,61794,27056,27084
24092687,104082,50785,50813
24092688,57074,26143,26171
24092689,178764,73307,73335
24092690,79718,35923,35951
24092691,126829,55676,55704
24092692,85444,32755,32783
24092693,161860,61715,61743
24092694,46652,21068,21096
24092695,131291,55226,55254
24092696,40185,17847,17875
24092697,142248,52003,52031
24092698,267012,120565,120593
24092699,320779,151984,152012
24092700,120311,57319,57347
24092701,111066,54514,54542
24092702,285715,148638,148666
24092703,78436,35364,35392
24092704,84051,39020,39048
24092705,141608,57189,57217
24092706,53559,23864,23892
24092707,254257,108681,108709
24092708,96445,39520,39548
24092709,54031,22861,22889
24092710,74980,29181,29209
24092711,43084,23578,23606
24092712,161510,62390,62418
24092713,295255,133047,133075
24092714,112319,42810,42838
24092715,98481,41639,41667
24092716,163399,60769,60797
24092717,287813,132415,132443
24092718,137905,62916,62944
24092719,100246,60795,60823
24092720,158545,76954,76982
24092721,183813,70765,70793
24092722,124157,47369,47397
24092723,150783,53122,53150
24092724,67373,28426,28454
24092725,137735,54993,55021
24092726,240173,103183,103211
24092727,297676,151724,151752
24092728,109743,48898,48926
24092729,145850,66499,66527
24092730,115897,48531,48559
24092731,88384,38171,38199
24092732,55010,20498,20526
24092733,108639,43309,43337
24092734,107519,39532,39560
24092735,242462,96438,96466
24092736,111537,43546,43574
24092737,295410,140126,140154
24092738,201027,85854,85882
24092739,70700,30760,30788
24092740,129210,58840,58868
24092741,110739,47851,47879
24092742,161426,83981,84009
24092743,194688,90015,90043
24092744,267556,149685,149713
24092745,91140,38833,38861
24092746,199399,80912,80940
24092747,263354,139730,139758
24092748,86071,35507,35535
24092749,253803,120596,120624
24092750,73481,30560,30588
24092751,225801,110190,110218
24092752,84544,36087,36115
24092753,173565,92311,92339
24092754,48680,18166,18194
24092755,257047,128815,128843
24092756,66979,29426,29454
24092757,186764,99220,99248
24092758,68145,28436,28464
24092759,209495,106082,106110
24092760,94954,41962,41990
24092761,198732,102716,102744
24092762,19337,8334,8362
24092763,180039,96224,96252
24092764,93103,42846,42874
24092765,111561,46441,46469
24092766,181911,97672,97700
24092767,93687,42925,42953
24092768,164614,85242,85270
24092769,138903,77201,77229
24092770,80632,40439,40467
24092771,86958,38074,38102
24092772,88830,40510,40538
24092773,152071,65179,65207
24092774,124274,51772,51800
24092775,81646,35917,35945
24092776,148803,74559,74587
24092777,74294,32356,32384
24092778,103958,44473,44501
24092779,90875,39518,39546
24092780,120279,55673,55701
24092781,75946,31691,31719
24092782,137400,54434,54462
24092783,134677,74406,74434
24092784,45536,24592,24620
24092785,180182,85358,85386
24092786,169165,81178,81206
24092787,150849,71463,71491
24092788,67990,38218,38246
24092789,277147,128591,128619
24092790,75865,31986,32014
24092791,130802,53376,53404
24092792,55450,23573,23601
24092793,270890,139077,139105
24092794,50149,28877,28905
24092795,149013,76519,76547
24092796,30211,14907,14935
24092797,154459,66813,66841
24092798,92356,38636,38664
24092799,118034,52515,52543
24092800,241790,105613,105641
24092801,265457,147768,147796
24092802,84718,39525,39553
24092803,194921,111381,111409
24092804,128384,78357,78385
24092805,77082,32259,32287
24092806,160868,84764,84792
24092807,132451,69576,69604
24092808,227400,122309,122337
24092809,66639,29546,29574
24092810,93154,46019,46047
24092811,198215,109219,109247
24092812,229472,133001,133029
24092813,123092,66901,66929
24092814,68507,33032,33060
24092815,71153,38941,38969
24092816,300675,181407,181435
24092817,111643,62951,62979
24092818,88916,38407,38435
24092819,103986,50980,51008
24092820,113858,53495,53523
24092821,27091,12976,13004
24092822,152200,62690,62718
24092823,159093,63732,63760
24092824,26455,11416,11444
24092825,56722,27651,27679
24092826,162492,64389,64417
24092827,132824,66479,66507
24092828,93271,41423,41451
24092829,235204,97544,97572
24092830,98185,44273,44301
24092831,53012,22977,23005
24092832,100275,48167,48195
24092833,119013,53795,53823
24092834,90422,46261,46289
24092835,79216,35791,35819
24092836,79727,36222,36250
24092837,54388,30291,30319
24092838,135681,68739,68767
24092839,187008,63854,63882
24092840,162256,75705,75733
24092841,29221,16229,16257
24092842,171680,64846,64874
24092843,141513,63446,63474
24092844,213547,98141,98169
24092845,84175,37830,37858
24092846,131041,65561,65589
24092847,112645,56325,56353
24092848,115908,53782,53810
24092849,81384,41709,41737
24092850,173720,59685,59713
24092851,108506,54710,54738
24092852,155395,78175,78203
24092853,80830,37540,37568
24092854,137380,71838,71866
24092855,120583,53174,53202
24092856,86869,38514,38542
24092857,178220,68996,69024
24092858,97979,47125,47153
24092859,163767,80916,80944
24092860,85121,40436,40464
24092861,221531,117014,117042
24092862,85538,40700,40728
24092863,76878,35314,35342
24092864,132721,60371,60399
24092865,234118,93098,93126
24092866,114847,60762,60790
24092867,39114,19841,19869
24092868,124306,51940,51968
24092869,87151,40141,40169
24092870,188970,73408,73436
24092871,56636,24851,24879
24092872,178092,67649,67677
24092873,34212,18513,18541
24092874,94758,45111,45139
24092875,151493,83051,83079
24092876,67628,32618,32646
24092877,150770,56920,56948
24092878,4733,2806,2834
24092879,154981,45440,45468
24092880,186873,96972,97000
24092881,127794,44901,44929
24092882,76092,39007,39035
24092883,187691,82629,82657
24092884,126685,57366,57394
24092885,80385,43229,43257
24092886,141760,68316,68344
24092887,12605,6907,6935
24092888,152657,58526,58554
24092889,234734,111761,111789
24092890,79759,39262,39290
24092891,53878,28548,28576
24092892,109721,50925,50953
24092893,189799,86296,86324
24092894,103290,47228,47256
24092895,81957,34892,34920
24092896,218839,88038,88066
24092897,184020,69413,69441
24092898,161856,80845,80873
24092899,86529,41816,41844
24092900,61050,30766,30794
24092901,86744,43145,43173
24092902,199220,75996,76024
24092903,99683,48611,48639
24092904,118507,54197,54225
24092905,122954,50176,50204
24092906,145827,60855,60883
24092907,174085,74898,74926
24092908,155013,83859,83887
24092909,75128,36686,36714
24092910,148708,76991,77019
24092911,17334,7861,7889
24092912,124692,58840,58868
24092913,94544,47754,47782
24092914,63715,37975,38003
24092915,139933,67359,67387
24092916,140627,58101,58129
24092917,159348,79490,79518
24092918,106159,50041,50069
24092919,141993,77596,77624
24092920,57985,30296,30324
24092921,145961,63492,63520
24092922,74097,39200,39228
24092923,9736,5519,5547
24092924,92039,33503,33531
24092925,248673,124280,124308
24092926,65165,32629,32657
24092927,121647,57826,57854
24092928,148586,70656,70684
24092929,84496,44184,44212
24092930,82990,42359,42387
24092931,43281,18476,18504
24092932,197775,70064,70092
24092933,241227,128276,128304
24092934,60960,28007,28035
24092935,154821,72828,72856
24092936,68912,29309,29337
24092937,182568,83055,83083
24092938,52294,30693,30721
24092939,168193,78763,78791
24092940,161420,72173,72201
24092941,87847,41946,41974
24092942,160566,72003,72031
24092943,106471,46155,46183
24092944,303074,134731,134759
24092945,103122,51954,51982
24092946,61991,28882,28910
24092947,177324,47744,47772
24092948,387640,179037,179065
24092949,73596,30396,30424
24092950,68504,38223,38251
24092951,338226,149297,149325
24092952,107350,44806,44834
24092953,179431,76682,76710
24092954,60491,26214,26242
24092955,89526,35885,35913
24092956,240333,94315,94343
24092957,150123,70953,70981
24092958,138636,59572,59600
24092959,81125,37101,37129
24092960,177159,79363,79391
24092961,91448,38372,38400
24092962,186942,61810,61838
24092963,76885,30719,30747
24092964,275703,106695,106723
24092965,149668,63946,63974
24092966,129847,53077,53105
24092967,57524,22258,22286
24092968,165601,69181,69209
24092969,104005,58233,58261
24092970,100137,38751,38779
24092971,130578,55980,56008
24092972,279132,119897,119925
24092973,71863,28597,28625
24092974,192141,81937,81965
24092975,201378,65574,65602
24092976,163281,60353,60381
24092977,143218,75212,75240
24092978,76492,34340,34368
24092979,205620,94870,94898
24092980,175895,75149,75177
24092981,235419,108078,108106
24092982,243056,116129,116157
24092983,111306,50627,50655
24092984,161439,73852,73880
24092985,69512,32404,32432
24092986,159246,73459,73487
24092987,99642,48366,48394
24092988,119272,59164,59192
24092989,128532,65796,65824
24092990,145544,70204,70232
24092991,91881,45810,45838
24092992,107118,51999,52027
24092993,111993,54341,54369
24092994,120394,58869,58897
24092995,73206,32489,32517
24092996,133254,67671,67699
24092997,125622,51731,51759
24092998,129304,63279,63307
24092999,102305,49884,49912
24093000,98329,43348,43376
24093001,162518,69499,69527
24093002,134543,66336,66364
24093003,85825,39170,39198
24093004,65393,33820,33848
24093005,241004,108172,108200
24093006,93110,39874,39902
24093007,62382,30897,30925
24093008,86081,39245,39273
24093009,213393,89085,89113
24093010,106945,47536,47564
24093011,277064,105948,105976
24093012,75537,30383,30411
24093013,217623,97426,97454
24093014,183962,72135,72163
24093015,189581,90576,90604
24093016,85722,38781,38809
24093017,145222,64445,64473
24093018,174917,76758,76786
24093019,84786,37395,37423
24093020,162589,62788,62816
24093021,20190,9839,9867
24093022,272372,140054,140082
24093023,150114,68287,68315
24093024,78665,36197,36225
24093025,146186,62671,62699
24093026,52594,22343,22371
24093027,24576,10366,10394
24093028,208810,88107,88135
24093029,191882,82418,82446
24093030,109103,55467,55495
24093031,115720,62591,62619
24093032,14919,7329,7357
24093033,226254,110910,110938
24093034,146757,59229,59257
24093035,99851,48175,48203
24093036,204601,87252,87280
24093037,126504,60621,60649
24093038,90202,44440,44468
24093039,113902,68899,68927
24093040,188685,83610,83638
24093041,88201,42264,42292
24093042,250158,128165,128193
24093043,89432,40969,40997
24093044,80141,35560,35588
24093045,238850,104851,104879
24093046,127303,56522,56550
24093047,135488,70536,70564
24093048,131063,62136,62164
24093049,121720,55677,55705
24093050,142496,74144,74172
24093051,134847,63916,63944
24093052,55170,24633,24661
24093053,92311,43056,43084
24093054,131195,69461,69489
24093055,72247,33660,33688
24093056,164062,73415,73443
24093057,70060,31708,31736
24093058,102575,44827,44855
24093059,80430,36799,36827
24093060,126062,53852,53880
24093061,140837,56791,56819
24093062,150894,66735,66763
24093063,154486,56240,56268
24093064,132482,67781,67809
24093065,74970,33179,33207
24093066,133755,58103,58131
24093067,46530,23246,23274
24093068,203162,99731,99759
24093069,134562,51932,51960
24093070,96793,48929,48957
24093071,222056,103352,103380
24093072,15376,7357,7385
24093073,126856,54761,54789
24093074,39934,19779,19807
24093075,167083,76385,76413
24093076,116999,47401,47429
24093077,65943,30925,30953
24093078,224110,89802,89830
24093079,46320,20452,20480
24093080,72074,31381,31409
24093081,163101,40159,40187
24093082,62483,29096,29124
24093083,228007,102568,102596
24093084,122529,46917,46945
24093085,156000,66347,66375
24093086,78562,34969,34997
24093087,202274,82719,82747
24093088,51878,23710,23738
24093089,111255,48545,48573
24093090,141500,68153,68181
24093091,230772,92626,92654
24093092,77871,31899,31927
24093093,19475,10491,10519
24093094,222184,70910,70938
24093095,122478,59521,59549
24093096,182570,78417,78445
24093097,101684,48548,48576
24093098,166097,65034,65062
24093099,68527,32717,32745
24093100,82838,37574,37602
24093101,52862,24667,24695
24093102,65034,30050,30078
24093103,58336,28282,28310
24093104,186891,51415,51443
24093105,45134,20337,20365
24093106,197205,81407,81435
24093107,128879,68533,68561
24093108,94458,43994,44022
24093109,227054,102541,102569
24093110,147859,82878,82906
24093111,82238,36195,36223
24093112,73890,33045,33073
24093113,37940,20462,20490
24093114,64391,26710,26738
24093115,188641,54126,54154
24093116,221150,108291,108319
24093117,77570,45323,45351
24093118,158592,76190,76218
24093119,138139,55724,55752
24093120,202318,102799,102827
24093121,58138,28629,28657
24093122,160562,85202,85230
24093123,156645,82846,82874
24093124,114995,44543,44571
24093125,69449,34366,34394
24093126,41346,17814,17842
24093127,253466,119646,119674
24093128,33219,19994,20022
24093129,239872,118495,118523
24093130,131368,52906,52934
24093131,184217,96248,96276
24093132,83010,36272,36300
24093133,82233,35465,35493
24093134,310057,132837,132865
24093135,193794,79659,79687
24093136,108231,50555,50583
24093137,182043,100426,100454
24093138,78291,30881,30909
24093139,275800,129129,129157
24093140,149068,66399,66427
24093141,99567,57271,57299
24093142,151841,75008,75036
24093143,131997,56455,56483
24093144,79207,37480,37508
24093145,109125,54550,54578
24093146,209353,92657,92685
24093147,89266,40087,40115
24093148,272620,131400,131428
24093149,123432,59063,59091
24093150,72274,31631,31659
24093151,103235,48360,48388
24093152,56822,26626,26654
24093153,102456,46727,46755
24093154,112600,49735,49763
24093155,142903,73797,73825
24093156,132405,71524,71552
24093157,89376,45444,45472
24093158,142086,66101,66129
24093159,93046,45688,45716
24093160,232554,143548,143576
24093161,178445,94516,94544
24093162,139468,60035,60063
24093163,72771,35238,35266
24093164,105460,45433,45461
24093165,207886,111197,111225
24093166,88806,39383,39411
24093167,84855,41069,41097
24093168,154624,80881,80909
24093169,19352,10408,10436
24093170,155194,72893,72921
24093171,70493,33106,33134
24093172,58584,24858,24886
24093173,129027,57995,58023
24093174,138160,60884,60912
24093175,105397,46839,46867
24093176,122725,56155,56183
24093177,177857,98739,98767
24093178,85384,36715,36743
24093179,214345,111687,111715
24093180,167476,93142,93170
24093181,153776,60559,60587
24093182,155293,85980,86008
24093183,240849,135952,135980
24093184,57267,24041,24069
24093185,147233,63245,63273
24093186,123512,69482,69510
24093187,105198,48677,48705
24093188,203917,93187,93215
24093189,66424,30282,30310
24093190,221830,105538,105566
24093191,22459,11667,11695
24093192,265945,125465,125493
24093193,48813,22220,22248
24093194,229044,121926,121954
24093195,90847,45283,45311
24093196,42761,24394,24422
24093197,128866,64526,64554
24093198,156606,85748,85776
24093199,85747,41541,41569
24093200,18946,9661,9689
24093201,162063,77698,77726
24093202,96801,47240,47268
24093203,201607,101256,101284
24093204,72521,35651,35679
24093205,88233,40840,40868
24093206,92519,46098,46126
24093207,271845,124514,124542
24093208,66670,28884,28912
24093209,86264,35172,35200
24093210,292937,146749,146777
24093211,154617,72695,72723
24093212,209597,105829,105857
24093213,136118,78858,78886
24093214,126298,66138,66166
24093215,215152,105748,105776
24093216,85658,42819,42847
24093217,92952,42891,42919
24093218,166209,70257,70285
24093219,134818,77921,77949
24093220,176857,83270,83298
24093221,76976,37416,37444
24093222,93391,42985,43013
24093223,69042,28382,28410
24093224,76795,32255,32283
24093225,212161,100286,100314
24093226,207144,90282,90310
24093227,123038,60467,60495
24093228,113620,40626,40654
24093229,88531,38758,38786
24093230,44180,26341,26369
24093231,257112,126989,127017
24093232,90109,45691,45719
24093233,142223,78007,78035
24093234,271873,136772,136800
24093235,138926,68495,68523
24093236,42355,19660,19688
24093237,55241,19846,19874
24093238,208891,73810,73838
24093239,133178,70491,70519
24093240,17849,8442,8470
24093241,100056,43494,43522
24093242,10922,5238,5266
24093243,76084,35014,35042
24093244,297653,152035,152063
24093245,237146,109997,110025
24093246,89667,45883,45911
24093247,57038,28060,28088
24093248,25463,13613,13641
24093249,198668,107786,107814
24093250,72706,36231,36259
24093251,10957,6058,6086
24093252,274342,92472,92500
24093253,209016,116926,116954
24093254,19690,10072,10100
24093255,181627,96699,96727
24093256,20655,11591,11619
24093257,212176,88855,88883
24093258,83947,37654,37682
24093259,251922,121754,121782
24093260,85950,43685,43713
24093261,147961,63538,63566
24093262,52244,29503,29531
24093263,199831,113814,113842
24093264,98642,51089,51117
24093265,174252,91957,91985
24093266,58558,28995,29023
24093267,139834,52831,52859
24093268,114923,57632,57660
24093269,67343,36313,36341
24093270,269363,137602,137630
24093271,78770,38192,38220
24093272,40807,23015,23043
24093273,123400,48081,48109
24093274,109188,52486,52514
24093275,179975,96012,96040
24093276,96440,50847,50875
24093277,148056,81505,81533
24093278,28336,15579,15607
24093279,278484,129394,129422
24093280,63805,34014,34042
24093281,95096,44236,44264
24093282,72352,34648,34676
24093283,203432,113923,113951
24093284,110251,52501,52529
24093285,73898,39488,39516
24093286,87713,45508,45536
24093287,224140,80027,80055
24093288,183090,103932,103960
24093289,45203,25751,25779
24093290,189885,101201,101229
24093291,112119,59886,59914
24093292,111263,46376,46404
24093293,7776,2983,3011
24093294,288377,93934,93962
24093295,53808,22917,22945
24093296,196939,81738,81766
24093297,52376,28827,28855
24093298,156607,70495,70523
24093299,26084,14222,14250
24093300,257604,110037,110065
24093301,150322,76893,76921
24093302,270175,142303,142331
24093303,114339,55914,55942
24093304,198613,109131,109159
24093305,67844,33058,33086
24093306,106395,50354,50382
24093307,99382,51884,51912
24093308,149948,62171,62199
24093309,49015,23112,23140
24093310,42678,19137,19165
24093311,94029,45749,45777
24093312,187904,79586,79614
24093313,135247,75148,75176
24093314,174257,95346,95374
24093315,60502,31206,31234
24093316,84429,44315,44343
24093317,150943,83526,83554
24093318,63819,28053,28081
24093319,107335,50405,50433
24093320,87110,41121,41149
24093321,99213,49037,49065
24093322,247415,123344,123372
24093323,94005,47999,48027
24093324,248359,120311,120339
24093325,75888,37600,37628
24093326,92091,44519,44547
24093327,135503,72816,72844
24093328,82187,36978,37006
24093329,66061,28306,28334
24093330,119389,52906,52934
24093331,120388,46209,46237
24093332,123681,58314,58342
24093333,57766,26015,26043
24093334,80384,31890,31918
24093335,178917,71201,71229
24093336,62342,27684,27712
24093337,151753,80379,80407
24093338,243875,100118,100146
24093339,142747,76761,76789
24093340,39891,15610,15638
24093341,261398,107798,107826
24093342,109171,56819,56847
24093343,103418,50344,50372
24093344,219666,136531,136559
24093345,204016,89288,89316
24093346,90272,46264,46292
24093347,87222,45096,45124
24093348,183284,94041,94069
24093349,72750,33512,33540
24093350,262874,137854,137882
24093351,99076,45310,45338
24093352,99665,49787,49815
24093353,94786,41869,41897
24093354,71966,32892,32920
24093355,8994,4254,4282
24093356,280076,93277,93305
24093357,132421,58974,59002
24093358,37003,22598,22626
24093359,153047,71826,71854
24093360,164148,92504,92532
24093361,107751,53197,53225
24093362,72479,35372,35400
24093363,170523,85864,85892
24093364,101434,39645,39673
24093365,245280,115002,115030
24093366,184909,98251,98279
24093367,18983,10138,10166
24093368,160699,67830,67858
24093369,180065,89929,89957
24093370,122336,41737,41765
24093371,210811,97858,97886
24093372,145786,57176,57204
24093373,126701,69523,69551
24093374,94609,42725,42753
24093375,136782,73874,73902
24093376,32173,17588,17616
24093377,192354,64598,64626
24093378,91907,39444,39472
24093379,121234,45833,45861
24093380,70455,30890,30918
24093381,126990,62949,62977
24093382,178425,64191,64219
24093383,251012,127021,127049
24093384,165001,93537,93565
24093385,146982,66802,66830
24093386,72366,33802,33830
24093387,161036,86962,86990
24093388,181874,83296,83324
24093389,149709,84490,84518
24093390,200134,93386,93414
24093391,139265,75729,75757
24093392,109577,53911,53939
24093393,36132,15071,15099
24093394,196737,97311,97339
24093395,153691,60652,60680
24093396,70674,33956,33984
24093397,166317,91757,91785
24093398,278595,130610,130638
24093399,10860,6138,6166
24093400,91193,43701,43729
24093401,335449,201247,201275
24093402,272641,158807,158835
24093403,129262,74444,74472
24093404,81701,37904,37932
24093405,145425,81004,81032
24093406,98793,49786,49814
24093407,65695,28664,28692
24093408,106132,53589,53617
24093409,202990,112700,112728
24093410,100329,47585,47613
24093411,69948,34004,34032
24093412,142054,79041,79069
24093413,119056,61210,61238
24093414,28480,16855,16883
24093415,188865,86424,86452
24093416,195778,106613,106641
24093417,78831,39476,39504
24093418,87016,43018,43046
24093419,195398,108191,108219
24093420,114177,55548,55576
24093421,87955,36788,36816
24093422,179233,93313,93341
24093423,89068,39766,39794
24093424,175857,93274,93302
24093425,114315,51391,51419
24093426,171003,86799,86827
24093427,175505,66387,66415
24093428,130543,49223,49251
24093429,84420,43073,43101
24093430,101029,47056,47084
24093431,204767,103478,103506
24093432,60943,28758,28786
24093433,102585,49349,49377
24093434,113184,48819,48847
24093435,92957,43450,43478
24093436,185755,97169,97197
24093437,122019,68022,68050
24093438,140388,51258,51286
24093439,144667,76918,76946
24093440,56791,29738,29766
24093441,222059,82701,82729
24093442,14631,8163,8191
24093443,230296,102214,102242
24093444,73432,36313,36341
24093445,107970,44948,44976
24093446,149368,84662,84690
24093447,81502,37096,37124
24093448,79086,41339,41367
24093449,146285,51876,51904
24093450,86922,40146,40174
24093451,64733,29804,29832
24093452,157084,61147,61175
24093453,58004,28599,28627
24093454,70154,31731,31759
24093455,179054,65274,65302
24093456,174533,63036,63064
24093457,68378,26504,26532
24093458,13821,6597,6625
24093459,82611,34546,34574
24093460,234068,87373,87401
24093461,133794,67086,67114
24093462,10911,5738,5766
24093463,171404,57479,57507
24093464,147900,63172,63200
24093465,75782,35953,35981
24093466,134878,56784,56812
24093467,106984,54080,54108
24093468,151832,54176,54204
24093469,164151,88396,88424
24093470,84630,37728,37756
24093471,262608,111571,111599
24093472,163909,92965,92993
24093473,81181,36305,36333
24093474,134015,72589,72617
24093475,157337,82306,82334
24093476,195261,76128,76156
24093477,172893,94284,94312
24093478,131679,54369,54397
24093479,149241,81393,81421
24093480,75227,37683,37711
24093481,89810,44414,44442
24093482,84466,41863,41891
24093483,209988,117666,117694
24093484,198444,111796,111824
24093485,85585,39158,39186
24093486,105623,46530,46558
24093487,177903,92330,92358
24093488,196612,108296,108324
24093489,159269,86651,86679
24093490,118053,59487,59515
24093491,104641,53101,53129
24093492,215971,119804,119832
24093493,86806,41123,41151
24093494,151532,66993,67021
24093495,67376,30389,30417
24093496,27398,15981,16009
24093497,250455,117592,117620
24093498,106354,50627,50655
24093499,138377,53634,53662
24093500,134044,74933,74961
24093501,75332,38936,38964
24093502,59270,32107,32135
24093503,51916,23293,23321
24093504,73804,32323,32351
24093505,212190,69088,69116
24093506,152232,71934,71962
24093507,133835,49248,49276
24093508,63020,24830,24858
24093509,121294,53766,53794
24093510,200118,101321,101349
24093511,150971,81821,81849
24093512,65659,30932,30960
24093513,45586,19408,19436
24093514,292782,124691,124719
24093515,96044,51672,51700
24093516,148864,64509,64537
24093517,231588,99056,99084
24093518,86393,49916,49944
24093519,37855,14945,14973
24093520,233487,101592,101620
24093521,105886,54191,54219
24093522,58516,27376,27404
24093523,98443,43476,43504
24093524,202335,102212,102240
24093525,142685,62460,62488
24093526,163994,88816,88844
24093527,14582,6553,6581
24093528,226739,115471,115499
24093529,22145,11769,11797
24093530,137191,61997,62025
24093531,94877,42454,42482
24093532,146505,75331,75359
24093533,131532,44770,44798
24093534,165569,97286,97314
24093535,17753,8483,8511
24093536,170459,80727,80755
24093537,191247,106634,106662
24093538,98923,41041,41069
24093539,139195,76280,76308
24093540,77007,37150,37178
24093541,186686,94273,94301
24093542,70348,35476,35504
24093543,97602,39529,39557
24093544,217989,98054,98082
24093545,75469,38574,38602
24093546,104635,51177,51205
24093547,30230,14928,14956
24093548,219197,113424,113452
