block_number,raw_size_bytes,compressed_size_bytes,file_size_bytes
24037936,104516,37939,37967
24037937,78670,38920,38948
24037938,118171,54105,54133
24037939,130882,65566,65594
24037940,80631,38705,38733
24037941,78105,38610,38638
24037942,95964,45238,45266
24037943,98683,40932,40960
24037944,65804,27347,27375
24037945,158340,71179,71207
24037946,86251,43810,43838
24037947,82988,38348,38376
24037948,89959,46074,46102
24037949,121232,57233,57261
24037950,81905,37017,37045
24037951,41808,16902,16930
24037952,170876,83095,83123
24037953,73150,30180,30208
24037954,101183,46580,46608
24037955,87685,34973,35001
24037956,74551,35618,35646
24037957,147314,66142,66170
24037958,35337,16399,16427
24037959,119632,53770,53798
24037960,78679,33164,33192
24037961,5082,2814,2842
24037962,198373,89050,89078
24037963,102991,41688,41716
24037964,80743,44721,44749
24037965,121640,46728,46756
24037966,83052,35443,35471
24037967,125304,53659,53687
24037968,97286,45053,45081
24037969,147354,57813,57841
24037970,82431,37407,37435
24037971,113176,51509,51537
24037972,68411,33938,33966
24037973,117812,54116,54144
24037974,73659,34492,34520
24037975,81593,38909,38937
24037976,105564,46164,46192
24037977,69445,30377,30405
24037978,130555,49708,49736
24037979,76145,36198,36226
24037980,91758,44538,44566
24037981,100828,42647,42675
24037982,4938,2722,2750
24037983,181151,79147,79175
24037984,105228,49979,50007
24037985,41425,17866,17894
24037986,110434,48215,48243
24037987,137692,55943,55971
24037988,2777,1302,1330
24037989,113735,52084,52112
24037990,137829,62350,62378
24037991,58534,30150,30178
24037992,74344,36222,36250
24037993,97069,45479,45507
24037994,52737,25311,25339
24037995,104254,45903,45931
24037996,82892,36059,36087
24037997,80990,38349,38377
24037998,102319,43521,43549
24037999,96257,42843,42871
24038000,31023,11087,11115
24038001,78211,36192,36220
24038002,12055,6420,6448
24038003,33697,15059,15087
24038004,155630,71232,71260
24038005,74648,33297,33325
24038006,18050,8580,8608
24038007,142898,65862,65890
24038008,88816,42806,42834
24038009,136815,66654,66682
24038010,91054,41539,41567
24038011,113643,47404,47432
24038012,79348,33273,33301
24038013,12756,7263,7291
24038014,78450,34365,34393
24038015,154610,73178,73206
24038016,80031,36222,36250
24038017,113205,51772,51800
24038018,118300,47811,47839
24038019,109017,54409,54437
24038020,106205,44257,44285
24038021,48272,20210,20238
24038022,141349,64189,64217
24038023,43022,19135,19163
24038024,34065,18178,18206
24038025,145167,68247,68275
24038026,127698,60611,60639
24038027,78649,33917,33945
24038028,66779,30338,30366
24038029,149952,68258,68286
24038030,69395,33515,33543
24038031,115511,52455,52483
24038032,56387,21474,21502
24038033,109250,52583,52611
24038034,65336,33926,33954
24038035,112240,55463,55491
24038036,157946,65108,65136
24038037,70690,35619,35647
24038038,98807,42087,42115
24038039,58267,29934,29962
24038040,72409,32999,33027
24038041,41067,17903,17931
24038042,97076,44206,44234
24038043,89751,42278,42306
24038044,106413,46928,46956
24038045,98102,46012,46040
24038046,69204,36447,36475
24038047,34873,16517,16545
24038048,87093,41732,41760
24038049,115085,52083,52111
24038050,120708,56044,56072
24038051,79230,37057,37085
24038052,83604,39217,39245
24038053,157816,67105,67133
24038054,74260,34710,34738
24038055,84067,36487,36515
24038056,127866,66003,66031
24038057,156538,68658,68686
24038058,76661,32675,32703
24038059,112248,44720,44748
24038060,117588,52406,52434
24038061,58887,26810,26838
24038062,91995,47472,47500
24038063,154261,63719,63747
24038064,77803,33922,33950
24038065,41751,18061,18089
24038066,103571,47840,47868
24038067,119486,52608,52636
24038068,78314,36922,36950
24038069,115754,48635,48663
24038070,134958,61259,61287
24038071,63952,29928,29956
24038072,36142,17389,17417
24038073,94283,44123,44151
24038074,58014,29435,29463
24038075,28622,14375,14403
24038076,62295,27160,27188
24038077,100984,47485,47513
24038078,111057,44944,44972
24038079,48763,24047,24075
24038080,44221,19324,19352
24038081,142516,64576,64604
24038082,111271,49146,49174
24038083,127179,54337,54365
24038084,104296,48350,48378
24038085,32806,14674,14702
24038086,159717,73900,73928
24038087,93311,41893,41921
24038088,81161,38395,38423
24038089,90906,43893,43921
24038090,114077,48796,48824
24038091,57443,26110,26138
24038092,97362,45686,45714
24038093,146252,66604,66632
24038094,89378,40035,40063
24038095,104079,47218,47246
24038096,92919,43922,43950
24038097,64225,29904,29932
24038098,69528,30470,30498
24038099,74723,26717,26745
24038100,15213,7059,7087
24038101,47712,21570,21598
24038102,197765,84079,84107
24038103,57323,27810,27838
24038104,123848,53788,53816
24038105,62977,31364,31392
24038106,122916,50556,50584
24038107,21644,12152,12180
24038108,123387,58573,58601
24038109,77022,33651,33679
24038110,247263,85611,85639
24038111,122053,51280,51308
24038112,67028,32053,32081
24038113,59784,29214,29242
24038114,51021,25864,25892
24038115,124876,49681,49709
24038116,111903,47687,47715
24038117,52744,26576,26604
24038118,85863,40351,40379
24038119,65916,28014,28042
24038120,90319,39866,39894
24038121,13923,8062,8090
24038122,93319,42820,42848
24038123,104200,50719,50747
24038124,92817,45475,45503
24038125,36435,16615,16643
24038126,88447,43435,43463
24038127,96517,43202,43230
24038128,118200,55167,55195
24038129,32163,13703,13731
24038130,158387,68284,68312
24038131,93344,40330,40358
24038132,73299,35736,35764
24038133,37017,17212,17240
24038134,151493,69664,69692
24038135,69977,30825,30853
24038136,20102,8717,8745
24038137,68727,27603,27631
24038138,190947,82178,82206
24038139,41589,19519,19547
24038140,79513,38979,39007
24038141,82565,38342,38370
24038142,31961,14433,14461
24038143,97124,45215,45243
24038144,95122,44359,44387
24038145,50076,19001,19029
24038146,160495,65710,65738
24038147,102070,50865,50893
24038148,80174,36578,36606
24038149,134138,54908,54936
24038150,72080,33072,33100
24038151,95022,41976,42004
24038152,115501,48407,48435
24038153,42962,18830,18858
24038154,91408,45282,45310
24038155,69511,33303,33331
24038156,37377,16471,16499
24038157,148990,67124,67152
24038158,97031,43036,43064
24038159,119459,43776,43804
24038160,121661,56976,57004
24038161,86530,45052,45080
24038162,138690,54624,54652
24038163,71180,36065,36093
24038164,129055,58792,58820
24038165,56698,26092,26120
24038166,106813,51592,51620
24038167,96338,42697,42725
24038168,88599,42945,42973
24038169,113023,51082,51110
24038170,167360,70161,70189
24038171,111525,56465,56493
24038172,154111,73370,73398
24038173,96653,43287,43315
24038174,68859,34172,34200
24038175,102829,45555,45583
24038176,82008,37406,37434
24038177,94613,47353,47381
24038178,62007,31007,31035
24038179,171225,66713,66741
24038180,93884,42236,42264
24038181,14488,6734,6762
24038182,275800,104682,104710
24038183,82467,39444,39472
24038184,69358,34176,34204
24038185,177675,65069,65097
24038186,94440,42657,42685
24038187,89569,40446,40474
24038188,80618,38309,38337
24038189,108786,48631,48659
24038190,138324,66262,66290
24038191,20636,11850,11878
24038192,82596,38108,38136
24038193,154165,52992,53020
24038194,165894,75928,75956
24038195,83281,43348,43376
24038196,99256,47561,47589
24038197,122622,55461,55489
24038198,100728,44586,44614
24038199,118533,51696,51724
24038200,112863,58543,58571
24038201,92100,42833,42861
24038202,87538,42698,42726
24038203,91295,43432,43460
24038204,156264,60337,60365
24038205,89747,41730,41758
24038206,18816,9741,9769
24038207,56051,25287,25315
24038208,206212,71270,71298
24038209,166686,75321,75349
24038210,86012,40650,40678
24038211,76477,37818,37846
24038212,73659,35003,35031
24038213,111790,47631,47659
24038214,123163,48762,48790
24038215,100013,46951,46979
24038216,79332,37820,37848
24038217,118619,57951,57979
24038218,53266,27249,27277
24038219,113359,54358,54386
24038220,89322,45041,45069
24038221,50730,25981,26009
24038222,87798,41508,41536
24038223,41542,17745,17773
24038224,84979,40294,40322
24038225,208203,80547,80575
24038226,203625,89389,89417
24038227,62239,27634,27662
24038228,106624,48442,48470
24038229,125587,64551,64579
24038230,74664,34783,34811
24038231,87903,41157,41185
24038232,196353,88792,88820
24038233,54616,16173,16201
24038234,109196,52456,52484
24038235,174222,71824,71852
24038236,104125,48297,48325
24038237,112250,50651,50679
24038238,122977,48113,48141
24038239,98782,45063,45091
24038240,123522,52961,52989
24038241,82760,39224,39252
24038242,208656,100175,100203
24038243,85314,40023,40051
24038244,20021,11094,11122
24038245,61417,22996,23024
24038246,178826,82320,82348
24038247,195417,83474,83502
24038248,77706,35089,35117
24038249,174198,81982,82010
24038250,88865,42151,42179
24038251,105799,54459,54487
24038252,122000,56432,56460
24038253,126409,50285,50313
24038254,102181,54481,54509
24038255,105124,50545,50573
24038256,78597,34654,34682
24038257,228577,84274,84302
24038258,81962,38551,38579
24038259,119000,51926,51954
24038260,84511,35648,35676
24038261,93520,34488,34516
24038262,127404,58839,58867
24038263,74394,38018,38046
24038264,149102,64567,64595
24038265,82660,36581,36609
24038266,72089,33694,33722
24038267,150372,65690,65718
24038268,108953,52118,52146
24038269,84702,35990,36018
24038270,64350,24340,24368
24038271,210097,87290,87318
24038272,195068,90475,90503
24038273,163848,66260,66288
24038274,99002,40651,40679
24038275,136408,62138,62166
24038276,146293,59326,59354
24038277,216211,90934,90962
24038278,115466,46401,46429
24038279,166808,74013,74041
24038280,39302,16009,16037
24038281,67948,24016,24044
24038282,247770,101435,101463
24038283,183181,80925,80953
24038284,122181,54672,54700
24038285,149333,72302,72330
24038286,87036,39474,39502
24038287,134740,60199,60227
24038288,90020,41326,41354
24038289,63101,27152,27180
24038290,180436,86623,86651
24038291,180959,86496,86524
24038292,82049,39610,39638
24038293,27803,11663,11691
24038294,170903,83646,83674
24038295,111066,47677,47705
24038296,87909,38957,38985
24038297,150394,71561,71589
24038298,112537,53456,53484
24038299,115948,44318,44346
24038300,95895,41556,41584
24038301,154238,65795,65823
24038302,98508,39932,39960
24038303,46070,20828,20856
24038304,80151,35516,35544
24038305,223147,92149,92177
24038306,151407,70058,70086
24038307,115061,56687,56715
24038308,106839,47987,48015
24038309,110526,51343,51371
24038310,127157,56292,56320
24038311,122802,57079,57107
24038312,129521,52461,52489
24038313,62544,26747,26775
24038314,146871,65478,65506
24038315,124392,54663,54691
24038316,142333,62802,62830
24038317,114971,50713,50741
24038318,30520,14231,14259
24038319,180394,70617,70645
24038320,116633,56604,56632
24038321,30936,15884,15912
24038322,77056,35207,35235
24038323,136429,41790,41818
24038324,159928,73704,73732
24038325,94387,42780,42808
24038326,139145,60119,60147
24038327,89622,43952,43980
24038328,170016,76244,76272
24038329,80790,35393,35421
24038330,24010,12054,12082
24038331,158359,68180,68208
24038332,44430,17599,17627
24038333,191587,73444,73472
24038334,208792,94559,94587
24038335,18579,8245,8273
24038336,183357,73563,73591
24038337,131862,62442,62470
24038338,135129,63372,63400
24038339,144253,58393,58421
24038340,164222,65651,65679
24038341,111319,53529,53557
24038342,84143,39257,39285
24038343,110688,51992,52020
24038344,125059,53857,53885
24038345,195003,72579,72607
24038346,87055,39319,39347
24038347,132705,65697,65725
24038348,83998,40240,40268
24038349,31172,14097,14125
24038350,144129,46352,46380
24038351,109649,56274,56302
24038352,84188,38235,38263
24038353,116925,54092,54120
24038354,108696,46107,46135
24038355,181936,67524,67552
24038356,38860,17879,17907
24038357,147526,70614,70642
24038358,92364,39977,40005
24038359,176249,73857,73885
24038360,66795,31686,31714
24038361,107822,50169,50197
24038362,115823,51532,51560
24038363,71140,34700,34728
24038364,193068,70096,70124
24038365,84613,40999,41027
24038366,96558,48997,49025
24038367,67703,34281,34309
24038368,109567,46457,46485
24038369,171996,61519,61547
24038370,96509,42211,42239
24038371,157512,69279,69307
24038372,80546,37690,37718
24038373,59379,28325,28353
24038374,108579,47828,47856
24038375,161248,73962,73990
24038376,65739,31268,31296
24038377,112967,53063,53091
24038378,61964,29161,29189
24038379,177406,68656,68684
24038380,134311,57176,57204
24038381,78520,34964,34992
24038382,90682,43618,43646
24038383,186592,69213,69241
24038384,66021,30417,30445
24038385,155754,71471,71499
24038386,182964,67813,67841
24038387,24178,12305,12333
24038388,117528,57411,57439
24038389,91562,42692,42720
24038390,46271,19573,19601
24038391,170569,59542,59570
24038392,220351,95866,95894
24038393,142069,55273,55301
24038394,55337,25197,25225
24038395,153236,74284,74312
24038396,93831,44865,44893
24038397,163967,73530,73558
24038398,118321,54857,54885
24038399,77279,37233,37261
24038400,125922,58544,58572
24038401,98820,45708,45736
24038402,85989,41616,41644
24038403,114511,49557,49585
24038404,20438,10047,10075
24038405,109961,51871,51899
24038406,102339,47316,47344
24038407,86459,40910,40938
24038408,96523,45480,45508
24038409,121571,44324,44352
24038410,171331,68823,68851
24038411,68802,33479,33507
24038412,78021,39918,39946
24038413,145787,44690,44718
24038414,97245,48984,49012
24038415,69103,30548,30576
24038416,100758,48376,48404
24038417,74787,37490,37518
24038418,79896,38873,38901
24038419,25023,12105,12133
24038420,199749,75558,75586
24038421,154720,54917,54945
24038422,135563,62532,62560
24038423,23761,12265,12293
24038424,172248,72086,72114
24038425,94528,46822,46850
24038426,45876,20590,20618
24038427,65925,28157,28185
24038428,175321,58883,58911
24038429,165511,68881,68909
24038430,217192,113895,113923
24038431,37803,17601,17629
24038432,78331,37199,37227
24038433,204596,94420,94448
24038434,75844,37852,37880
24038435,132415,61209,61237
24038436,89371,43103,43131
24038437,132531,66174,66202
24038438,96447,46956,46984
24038439,90402,39295,39323
24038440,138332,60726,60754
24038441,180040,84043,84071
24038442,14464,7976,8004
24038443,173654,60286,60314
24038444,122607,58641,58669
24038445,105272,46845,46873
24038446,82241,38206,38234
24038447,106725,49365,49393
24038448,101711,45461,45489
24038449,138011,65282,65310
24038450,194157,70575,70603
24038451,17502,7026,7054
24038452,181177,67218,67246
24038453,160021,76324,76352
24038454,69352,35054,35082
24038455,33453,16392,16420
24038456,190685,84678,84706
24038457,95108,44188,44216
24038458,246047,112612,112640
24038459,79320,40979,41007
24038460,195768,76170,76198
24038461,184479,86173,86201
24038462,78154,35991,36019
24038463,78157,28654,28682
24038464,124667,55439,55467
24038465,14835,7439,7467
24038466,166776,69918,69946
24038467,77649,34563,34591
24038468,67987,32161,32189
24038469,218906,85294,85322
24038470,168885,58986,59014
24038471,148663,70420,70448
24038472,12462,6225,6253
24038473,330357,148868,148896
24038474,83175,36326,36354
24038475,25438,12620,12648
24038476,207074,84519,84547
24038477,136265,62351,62379
24038478,24466,12198,12226
24038479,220684,82821,82849
24038480,102687,49048,49076
24038481,72558,36204,36232
24038482,105224,53530,53558
24038483,82840,41109,41137
24038484,185250,76507,76535
24038485,90224,42245,42273
24038486,93032,44818,44846
24038487,86396,44477,44505
24038488,69544,34482,34510
24038489,159272,76961,76989
24038490,95351,36676,36704
24038491,126853,56060,56088
24038492,74566,40068,40096
24038493,121354,60178,60206
24038494,77756,37160,37188
24038495,118079,57817,57845
24038496,130630,63977,64005
24038497,73209,33789,33817
24038498,76051,34447,34475
24038499,104089,46808,46836
24038500,149974,59258,59286
24038501,96085,46568,46596
24038502,74770,33107,33135
24038503,87283,40741,40769
24038504,130704,53534,53562
24038505,74914,25728,25756
24038506,67196,26460,26488
24038507,202923,92682,92710
24038508,20939,11457,11485
24038509,118625,54872,54900
24038510,178878,64541,64569
24038511,74408,34202,34230
24038512,83093,41491,41519
24038513,74006,34940,34968
24038514,141216,44179,44207
24038515,85033,44067,44095
24038516,130030,63398,63426
24038517,88712,41342,41370
24038518,81825,40800,40828
24038519,86168,41616,41644
24038520,108944,49569,49597
24038521,21069,10427,10455
24038522,189845,80336,80364
24038523,19720,10545,10573
24038524,210875,81602,81630
24038525,128722,63809,63837
24038526,156745,68694,68722
24038527,77707,37199,37227
24038528,99212,46159,46187
24038529,155615,70261,70289
24038530,97345,45545,45573
24038531,148154,47601,47629
24038532,16211,8665,8693
24038533,160548,58308,58336
24038534,117274,56580,56608
24038535,38494,16798,16826
24038536,210058,88021,88049
24038537,85238,38876,38904
24038538,109655,47044,47072
24038539,92082,43319,43347
24038540,190015,73618,73646
24038541,43072,19379,19407
24038542,77297,37774,37802
24038543,111705,55946,55974
24038544,188771,69146,69174
24038545,24614,12918,12946
24038546,153819,63648,63676
24038547,80695,37403,37431
24038548,106426,44288,44316
24038549,162197,74470,74498
24038550,104790,51174,51202
24038551,68904,33108,33136
24038552,102906,48703,48731
24038553,184837,76006,76034
24038554,69572,36242,36270
24038555,99338,45528,45556
24038556,165342,60445,60473
24038557,64203,32121,32149
24038558,83380,41059,41087
24038559,139215,54060,54088
24038560,14855,8849,8877
24038561,161326,54979,55007
24038562,113549,56339,56367
24038563,70907,36357,36385
24038564,131620,55636,55664
24038565,53746,23584,23612
24038566,129928,47607,47635
24038567,135957,59342,59370
24038568,71292,34412,34440
24038569,218992,93109,93137
24038570,16570,9146,9174
24038571,96521,41319,41347
24038572,211472,76965,76993
24038573,130903,64524,64552
24038574,81707,37535,37563
24038575,28641,14143,14171
24038576,26522,14976,15004
24038577,179028,64664,64692
24038578,39252,23222,23250
24038579,183229,70334,70362
24038580,100518,46243,46271
24038581,81404,37951,37979
24038582,123861,62702,62730
24038583,139158,54349,54377
24038584,68438,31819,31847
24038585,93816,38113,38141
24038586,99812,50045,50073
24038587,140840,61071,61099
24038588,61771,31562,31590
24038589,82806,42312,42340
24038590,105629,42222,42250
24038591,127912,49887,49915
24038592,100836,58312,58340
24038593,141272,60014,60042
24038594,101307,41051,41079
24038595,67822,33821,33849
24038596,176911,66180,66208
24038597,97146,43843,43871
24038598,87806,45448,45476
24038599,82316,35265,35293
24038600,111401,49247,49275
24038601,100665,47524,47552
24038602,117278,47802,47830
24038603,114619,53840,53868
24038604,63064,30671,30699
24038605,119652,50439,50467
24038606,99208,44816,44844
24038607,70370,34202,34230
24038608,190779,62225,62253
24038609,110449,49994,50022
24038610,61583,31553,31581
24038611,79427,37832,37860
24038612,155348,54043,54071
24038613,105699,49080,49108
24038614,69989,31884,31912
24038615,156050,74432,74460
24038616,74320,30820,30848
24038617,191168,75991,76019
24038618,95070,40552,40580
24038619,109270,51398,51426
24038620,120567,54211,54239
24038621,154702,64110,64138
24038622,158626,73820,73848
24038623,17054,9522,9550
24038624,207540,94588,94616
24038625,92014,48887,48915
24038626,104779,48789,48817
24038627,85286,40182,40210
24038628,192029,73360,73388
24038629,176520,76770,76798
24038630,104945,46734,46762
24038631,56358,24832,24860
24038632,140970,65087,65115
24038633,73002,33711,33739
24038634,116523,53791,53819
24038635,111426,48578,48606
24038636,70781,34880,34908
24038637,119821,55365,55393
24038638,145946,63018,63046
24038639,57250,27633,27661
24038640,145985,58785,58813
24038641,68708,34938,34966
24038642,74387,36417,36445
24038643,88480,39981,40009
24038644,141118,39746,39774
24038645,151008,70220,70248
24038646,90002,42591,42619
24038647,133501,60983,61011
24038648,101616,48705,48733
24038649,157208,52695,52723
24038650,90809,45917,45945
24038651,76491,34599,34627
24038652,134738,63343,63371
24038653,104974,47550,47578
24038654,122244,58394,58422
24038655,59677,30667,30695
24038656,128759,58823,58851
24038657,75179,36178,36206
24038658,112041,54260,54288
24038659,141757,60213,60241
24038660,72839,34458,34486
24038661,134711,68753,68781
24038662,65216,30611,30639
24038663,168806,74883,74911
24038664,97051,48798,48826
24038665,103835,48478,48506
24038666,128528,57677,57705
24038667,60983,31241,31269
24038668,148666,59003,59031
24038669,67722,35354,35382
24038670,64979,31039,31067
24038671,196965,75842,75870
24038672,112497,50621,50649
24038673,90858,40197,40225
24038674,148474,62534,62562
24038675,177123,77762,77790
24038676,177382,76522,76550
24038677,80291,32565,32593
24038678,135680,69718,69746
24038679,149936,63571,63599
24038680,105637,50808,50836
24038681,130762,57470,57498
24038682,92001,41466,41494
24038683,23438,12322,12350
24038684,149069,69858,69886
24038685,92363,43610,43638
24038686,126446,57082,57110
24038687,116030,52409,52437
24038688,33273,16187,16215
24038689,173366,62234,62262
24038690,38144,22245,22273
24038691,15032,7834,7862
24038692,206229,89839,89867
24038693,164513,60852,60880
24038694,146127,67212,67240
24038695,103399,51342,51370
24038696,76863,36481,36509
24038697,93655,47937,47965
24038698,103654,57117,57145
24038699,115584,32557,32585
24038700,132424,58886,58914
24038701,122192,58117,58145
24038702,89539,43237,43265
24038703,100369,46463,46491
24038704,74701,35942,35970
24038705,136842,65421,65449
24038706,96851,45644,45672
24038707,70576,32302,32330
24038708,108941,53348,53376
24038709,116855,54988,55016
24038710,85120,42092,42120
24038711,96493,45074,45102
24038712,140768,48487,48515
24038713,69399,33439,33467
24038714,108970,52399,52427
24038715,161939,55295,55323
24038716,11923,6652,6680
24038717,191933,80805,80833
24038718,111572,51851,51879
24038719,92781,44029,44057
24038720,145730,67400,67428
24038721,71575,34607,34635
24038722,145049,68323,68351
24038723,91405,43801,43829
24038724,27375,11963,11991
24038725,84378,36111,36139
24038726,40494,16834,16862
24038727,193099,89838,89866
24038728,121027,58355,58383
24038729,115406,51288,51316
24038730,98248,50157,50185
24038731,99339,44055,44083
24038732,80253,43217,43245
24038733,171552,62781,62809
24038734,92925,43262,43290
24038735,86904,40338,40366
24038736,148334,70010,70038
24038737,63256,31489,31517
24038738,18890,6929,6957
24038739,155287,62365,62393
24038740,168397,56329,56357
24038741,78192,37980,38008
24038742,89170,44444,44472
24038743,155895,75886,75914
24038744,66076,32195,32223
24038745,121317,36143,36171
24038746,153476,66571,66599
24038747,89288,44608,44636
24038748,77339,39353,39381
24038749,69254,33546,33574
24038750,163577,59315,59343
24038751,150876,88609,88637
24038752,147688,75461,75489
24038753,18578,9548,9576
24038754,155581,71355,71383
24038755,134343,59980,60008
24038756,174869,79587,79615
24038757,72497,37668,37696
24038758,112930,49185,49213
24038759,96324,42710,42738
24038760,168430,58523,58551
24038761,125778,61115,61143
24038762,50134,23068,23096
24038763,160521,64398,64426
24038764,91376,50719,50747
24038765,89467,38682,38710
24038766,76931,39079,39107
24038767,103008,48793,48821
24038768,68160,24470,24498
24038769,146155,64632,64660
24038770,69103,35248,35276
24038771,120996,63096,63124
24038772,105881,46481,46509
24038773,96879,46464,46492
24038774,117230,52384,52412
24038775,129516,59690,59718
24038776,97394,47137,47165
24038777,88326,40731,40759
24038778,82391,39869,39897
24038779,117802,43541,43569
24038780,143505,59715,59743
24038781,111549,52352,52380
24038782,21579,11648,11676
24038783,166184,79977,80005
24038784,125930,56937,56965
24038785,103309,43051,43079
24038786,88545,43081,43109
24038787,68221,29131,29159
24038788,124803,55888,55916
24038789,131573,60371,60399
24038790,88621,40235,40263
24038791,89423,43931,43959
24038792,184177,79432,79460
24038793,77748,35112,35140
24038794,73318,36646,36674
24038795,164573,65789,65817
24038796,11779,6315,6343
24038797,105151,51926,51954
24038798,110552,44932,44960
24038799,75697,28078,28106
24038800,170866,68512,68540
24038801,165313,66373,66401
24038802,73475,32837,32865
24038803,16898,9453,9481
24038804,144617,63808,63836
24038805,172519,82518,82546
24038806,71945,33680,33708
24038807,30973,17253,17281
24038808,186916,82551,82579
24038809,80513,39301,39329
24038810,104869,48896,48924
24038811,80348,36409,36437
24038812,22340,12138,12166
24038813,122406,53879,53907
24038814,141497,71924,71952
24038815,54222,28622,28650
24038816,121545,54915,54943
24038817,98418,44428,44456
24038818,88126,46843,46871
24038819,65462,34510,34538
24038820,53409,26038,26066
24038821,179677,73365,73393
24038822,68417,37851,37879
24038823,58814,30284,30312
24038824,103787,51313,51341
24038825,132416,53744,53772
24038826,143013,57663,57691
24038827,93286,41935,41963
24038828,129983,57555,57583
24038829,106192,46351,46379
24038830,132828,56257,56285
24038831,106796,43567,43595
24038832,84177,37618,37646
24038833,107523,45423,45451
24038834,270595,119593,119621
24038835,104591,50659,50687
24038836,1463,914,942
24038837,175433,67790,67818
24038838,298077,134194,134222
24038839,167299,59558,59586
24038840,105146,48298,48326
24038841,9768,4861,4889
24038842,78038,35156,35184
24038843,46636,23800,23828
24038844,110075,56685,56713
24038845,76270,36060,36088
24038846,90339,43684,43712
24038847,131208,54689,54717
24038848,91491,47825,47853
24038849,91981,46085,46113
24038850,119446,51468,51496
24038851,86036,40139,40167
24038852,213829,116971,116999
24038853,84315,37156,37184
24038854,166458,76205,76233
24038855,122048,54992,55020
24038856,84579,39813,39841
24038857,100598,42772,42800
24038858,108049,52357,52385
24038859,171648,82481,82509
24038860,13434,7017,7045
24038861,175621,82896,82924
24038862,115395,52882,52910
24038863,94720,43022,43050
24038864,55460,25703,25731
24038865,157847,74279,74307
24038866,91225,43791,43819
24038867,86625,43406,43434
24038868,134703,60981,61009
24038869,105371,47419,47447
24038870,117397,47531,47559
24038871,144810,64129,64157
24038872,91070,40044,40072
24038873,152892,70381,70409
24038874,114044,55295,55323
24038875,137970,60548,60576
24038876,66451,31574,31602
24038877,19492,8083,8111
24038878,137704,65655,65683
24038879,94581,42090,42118
24038880,104690,50380,50408
24038881,187087,86133,86161
24038882,88712,44142,44170
24038883,94233,44452,44480
24038884,95669,45946,45974
24038885,172082,68916,68944
24038886,115523,50687,50715
24038887,155576,71099,71127
24038888,168974,78284,78312
24038889,121949,56083,56111
24038890,115633,58327,58355
24038891,103099,45791,45819
24038892,95675,40516,40544
24038893,92979,43698,43726
24038894,183035,80083,80111
24038895,132021,53949,53977
24038896,14626,6254,6282
24038897,189093,79976,80004
24038898,107727,49281,49309
24038899,150905,64385,64413
24038900,95579,46739,46767
24038901,100241,43340,43368
24038902,18270,9643,9671
24038903,251701,98208,98236
24038904,128994,55569,55597
24038905,115194,53341,53369
24038906,69701,32594,32622
24038907,109450,55525,55553
24038908,58442,27961,27989
24038909,124556,53995,54023
24038910,21254,10889,10917
24038911,168135,78951,78979
24038912,68343,29225,29253
24038913,50953,22203,22231
24038914,121413,49146,49174
24038915,204645,94239,94267
24038916,118859,52560,52588
24038917,125296,56465,56493
24038918,184634,82718,82746
24038919,87851,44582,44610
24038920,70231,34442,34470
24038921,18400,8776,8804
24038922,213380,97520,97548
24038923,147676,60517,60545
24038924,88268,44862,44890
24038925,95883,44203,44231
24038926,156982,66545,66573
24038927,86526,37649,37677
24038928,56017,19250,19278
24038929,50943,21762,21790
24038930,148057,71112,71140
24038931,130267,58874,58902
24038932,82607,39909,39937
24038933,189907,88174,88202
24038934,108490,59547,59575
24038935,69731,34085,34113
24038936,126418,52661,52689
24038937,120321,63501,63529
24038938,18353,9169,9197
24038939,158563,71181,71209
24038940,64721,33495,33523
24038941,82778,33064,33092
24038942,123841,57689,57717
24038943,60663,30454,30482
24038944,73395,37846,37874
24038945,78333,35964,35992
24038946,116046,50788,50816
24038947,113906,48459,48487
24038948,76700,36441,36469
24038949,43226,20116,20144
24038950,105381,46209,46237
24038951,55810,30928,30956
24038952,105723,45341,45369
24038953,34864,9515,9543
24038954,138409,65865,65893
24038955,33982,15153,15181
24038956,40404,14811,14839
24038957,198366,79644,79672
24038958,83600,37780,37808
24038959,111083,53797,53825
24038960,79422,34678,34706
24038961,121990,54884,54912
24038962,110458,50591,50619
24038963,82707,33738,33766
24038964,72415,32788,32816
24038965,114745,48177,48205
24038966,59756,27943,27971
24038967,92531,47783,47811
24038968,81411,33941,33969
24038969,16471,7881,7909
24038970,178058,82759,82787
24038971,125269,54532,54560
24038972,145635,62500,62528
24038973,139030,62876,62904
24038974,140016,70510,70538
24038975,84832,39374,39402
24038976,49144,23681,23709
24038977,76385,39303,39331
24038978,70330,31731,31759
24038979,72719,35727,35755
24038980,134450,63169,63197
24038981,90182,40807,40835
24038982,86692,41476,41504
24038983,80486,40783,40811
24038984,114582,54035,54063
24038985,148901,66636,66664
24038986,62369,29795,29823
24038987,112136,54628,54656
24038988,81276,39325,39353
24038989,70240,32456,32484
24038990,86391,41647,41675
24038991,32928,13566,13594
24038992,23829,12575,12603
24038993,77029,32606,32634
24038994,216074,94856,94884
24038995,63414,31630,31658
24038996,82114,36997,37025
24038997,68754,33116,33144
24038998,112645,51971,51999
24038999,76596,36718,36746
24039000,76115,32497,32525
24039001,126852,60577,60605
24039002,70047,29797,29825
24039003,161180,74249,74277
24039004,69468,33954,33982
24039005,145046,66948,66976
24039006,107801,52824,52852
24039007,94214,42083,42111
24039008,84241,37983,38011
24039009,70399,32402,32430
